f_name,a_name,title,lyrics
sad_all/Say It Isn'T So.mp3,The Bates,Say It Isn'T So,"Cold as a razorblade Love is so close to hate Untangle it's so cruel The good one is the fool  Hangover everyday Good luck so far away And haggle for a dime You are no friend of mine Oh no, say it isn't so  Message from underground Without a word or sound Looks oh so sad to me Be what you wanna be  If you come from the south You better shut your mouth Black windows everywhere But I don't really care  Oh no, say it isn't so"
sad_all/September.mp3,Ryan Adams & The Cardinals,September,"Laura lays on the foot of the bed Mimics a noose with a telephone cord Doctor's on the phone  Then she hangs up and says ""I ain't never gonna see the winter again"" And I don't know how, but she smiles September, September September, September  They carved your name into the stone and then They put it in the ground, I run my fingers through the grooves When no one's around Drink till I am sick and Then I talk to myself in the dog days under the sun Then I feel you coming but I don't know how September, September September, September"
sad_all/She Don't Know Why.mp3,Hunter Payne,She don't know why,
sad_all/She Won't Come Back.mp3,The Bates,She Won'T Come Back,And the city is dark and full of tears And the time it had ovecome the years And the boys and the girls They are still doing their cheers You pretend that you're doing fine on the line At this dirty plave No one knows that you're all alone She is gone and she won't come back And the morning is coming Much too quick And the sun makes you feeling very sick And the girl by your side She can't give you that sweet kick You are tired and you can't go on Walking home from this dirty place No one knows that you're all alone She's gone and she won't come back
sad_all/Shut Up.mp3,Black Eyed Peas,Shut Up,"Fergie: Shut up Just shut up Shut up, shut up, shut up Shut it up, just shut up Shut up Just shut up Shut up, shut up, shut up Shut it up, just shut up, shut up  We're tryin' to take it slow But we're still losin' control And we're tryin' to make it work But it still ends up the worst And I'm crazy For tryin' to be your lady I think I'm goin' crazy  Will.i.am: Girl, me and you were just fine you know We wine and dine Did them things that couples do when in love you know Walks on the beach and stuff you know Things that lovers say and do I love you boo, I love you too I miss you a lot, I miss you even more That's why I flew you out When we was on tour But then something got out of hand You start yellin' when I'm with my friends Even though I had legitimate reasons (bullshit) You know I have to make them dividends (bullshit) How could you trust our private lives girl That's why you don't believe my lies And quit this lecture  Fergie: Shut up, just shut up, shut up Shut it up, just shut up, shut up  We're tryin' to take it slow But we're still losin control And we're tryin' to make it work But it still ends up the worst And I'm crazy For tryin' to be your lady I think I'm goin' crazy  Taboo: Why does he know she gotta move so fast Love is progress if you could make it last Why is it that you just lose control Every time you agree on takin' it slow So why does it got to be so damn tough? Cause fools in lust could never get enough of love Showin' him the love that you be givin' Changin' up your livin' For a lovin' transition Girl it's a mission tryin' to get you to listen Few mad at each other has become our tradition You yell, I yell, everybody yells Got neighbors across the street sayin' ""Who the hell!"" Who the hell? What the hell's going down? Too much of the bickering Kill it with the sound and  Fergie: Shut up, just shut up, shut up. Shut it up, just shut up, shut up.  We're tryin' to take it slow But we're still losin' control And we're tryin' to make it work But it still ends up the worst And I'm crazy For tryin' to be your lady I think I'm goin' crazy  Shut up, just shut up, shut up Shut up, just shut up, shut up Shut up, just shut up, shut up Shut up, just shut up, shut up Shut up, just shut up, shut up Shut up, just shut up, shut up Shut up, just shut up, shut up Shut up, just shut up, shut up  Will.i.am and Fergie: Girl our love is dyin' Why did you stop tryin'? I never been a quitter But I do deserve better Believe me I will do bad Let's forget the past And let's start this new plan Why? 'Cause it's the same old routine And then next week I hear them scream Girl I know you're tired of the things they say You're damn right 'Cause I heard them lame dame excuses just yesterday That was a different thing No it ain't That was a different thing No it ain't That was a different thing It was the same damn thing Same ass excuses Boy you're useless Who-o-o-a-a!  Fergie: We're tryin' to take it slow But we're still losin' control And we're trying to make it work But it still ends up the worst And I'm crazy For tryin' to be your lady I think I'm goin' crazy  Will.i.am: Stop the talking baby Or I start walking baby (repeat) Is that all there is?... (repeat till fade)"
sad_all/Sloop John B (1996 Digital Remaster).mp3,The Beach Boys,Sloop John B,"We come on the sloop John B My grandfather and me Around Nassau town we did roam Drinking all night Got into a fight Well, I feel so broke up I want to go home  So hoist up the John B's sail See how the mainsail sets Call for the captain ashore Let me go home Let me go home I wanna go home, yeah, yeah Well, I feel so broke up I wanna go home  The first mate he got drunk And broke in the captain's trunk The constable had to come and take him away Sheriff John Stone Why don't you leave me alone? Yeah, yeah Well, I feel so broke up I wanna go home  So hoist up the John B's sail See how the mainsail sets Call for the captain ashore Let me go home Let me go home I wanna go home Let me go home Why don't you let me go home? (Hoist up the John B's sail) Hoist up the John B Well, I feel so broke up I wanna go home Let me go home  The poor cook he caught the fits And threw away all my grits And then he took and he ate up all of my corn Let me go home Why don't they let me go home? This is the worst trip I've ever been on  So hoist up the John B's sail See how the mainsail sets Call for the captain ashore Let me go home Let me go home I wanna go home Let me go home Why don't you let me go home?"
sad_all/So Far Away.mp3,Donavon Frankenreiter,So Far Away,"Remember those times on the telephone line Trying to break through to you I'm on the other side of this world I wish I was there with you All these days and all these nights Thinking about you my friend I can't wait to get back home And do it all over again  Even though I can hear your voice Don't you know that touch is my choice Even though I can hear your voice Your still, so far away I'm wishing you were, so far away  Remember those times driving down the coast Stopping at the spots we loved the most Watching the wind blowing through your hair And living out life like we just don't care All these days and all these nights Thinking about you my friend I can't wait to get back home And do it all over again  Even though I can hear your voice Don't you know that touch is my choice Even though I can hear your voice Your still, so far away You know that your still, so far away I'm on the telephone but your still, so far away I'm over here but your still, so far away  I'll let you know that Even though I can hear your voice Don't you know that touch is my choice Even though I can hear your voice Your still, so far away  Remember those times on the telephone line (so far away) Trying to break through to you Remember those times driving down the coast (so far away) Trying to break through to you So far away"
sad_all/Something I Can Never Have.mp3,Nine Inch Nails,Something I Can Never Have,"Album version  I still recall the taste of your tears Echoing your voice just like the ringing in my ears My favorite dreams of you still wash ashore Scraping through my head till I don't wanna sleep anymore  You make this all go away You make this all go away I'm down to just one thing And I'm starting to scare myself  You make this all go away You make this all go away I just want something I just want something I can never have  You always were the one to show me how Back then I couldn't do the things that I can do now This thing is slowly taking me apart Gray would be the color if I had a heart Come on and tell me  You make this all go away You make this all go away I'm down to just one thing And I'm starting to scare myself  You make this all go away You make this all go away I just want something I just want something I can never have  In this place it seems like such a shame Though it all looks different now, I know it's still the same Everywhere I look you're all I see Just a fading fucking reminder of who I used to be Come on and tell me  You make this all go away You make this all go away I'm down to just one thing And I'm starting to scare myself  You make this all go away You make it all go way I just want something I just want something I can never have I just want something I can never have  Still  I still recall the taste of your tears Echoing your voice just like the ringing in my ears My favorite dreams of you still wash ashore Scraping through my head 'til I don't want to sleep anymore  You make this all go away You make this all go away I'm down to just one thing I'm starting to scare myself You make this all go away You make it all go away I just want something I just want something I can never have  You always were the one to show me how Back then I couldn't do the things that I can do now This thing is slowly taking me apart Grey would be the color if I had a heart Come on tell me  You make this all go away You make this all go away I'm down to just one thing I'm starting to scare myself You make this all go away You make it all go away I just want something I just want something I can never have  In this place it seems like such a shame Though it all looks different now I know it's still the same Everywhere I look you're all I see Just a fading fucking reminder of who I used to be Come on tell me  You make this all go away You make this all go away I'm down to just one thing I'm starting to scare myself You make this all go away You make this all go away I just want something I just want something I can never have I just want something I can never have I can never have I can  Natural Born Killers  Let me tell you something; this is the 1990's. Alright? In this day and age, a man has to have choices A man has to have a little bit of variety  What are you talking about, variety? Hostages? You want to fuck some other women, now? Is that what you're talking about, Mickey? Why'd you pick me up? Why'd you take me out of my fucking house and kill my parents with me? Ain't you committed to me? Where are we fucking going?  Just relax, alright? It's me, your lover Not some demon, not your father Alright, relax  No, you're not my fucking lover You're not my fucking You've been loving me? You've been fucking loving me? Huh? You've been loving me real...  I still recall the taste of your tears Echoing your voice just like the ringing in my ears My favorite dreams of you still wash ashore Scraping through my head 'til I don't want to sleep anymore  You make this all go away, you make this all go away I'm down to just one thing, I'm starting to scare myself You make this all go away, you make this all go away I just want something, I just want something I can never have"
sad_all/Sometimes.mp3,Reamonn,Sometimes,"Words on her lips Begin to slip She's losing her grip On herself And when she wants more Oh no, no She can't have more Oh no, no She feels like she's holding back A life that she deserves  She said Sometimes You 're asking yourself why You feel you can't get by You feel you 're crawling on your knees  A voice from inside Oh no, no Is telling her lies Oh no, no Her dreams come crashing down Like a burning sky at night No longer a child You are the one You can't deny What you have become It can't hurt you But it can eat you up inside  She said sometimes You 're asking yourself why You feel you can't get by You feel you 're crawling on your knees  She said sometimes You 're asking yourself why You feel you can't get by You 're sick of begging, begging please  And now you stand up And look them straight in the eyes You 're not believing their lies Your taking it straight from the heart It's time for a new start Time for a new start 'Cause if it's not love well It's not enough You deserve more yeah More than what you've got Inside a voice is screaming Get off your knees Get up  She screams Sometimes Sometimes their lies are their disguise Sometimes the beautiful will cry You 're reaching inside And now you're floating like a breeze And saying goodbye"
sad_all/Song For Bob.mp3,Nick Cave,Song For Bob,
sad_all/Sound Of Silence.mp3,The Bates,Sound Of Silence,
sad_all/Star Machine.mp3,Natasha,Star Machine,
sad_all/Stephanie Says.mp3,The Velvet Underground,Stephanie Says,"Stephanie says that she wants to know Why she's given half her life to people she hates now Stephanie says (Stephanie says) when answering the phone (answering the phone) What country shall I say is calling from across the world  But she's not afraid to die The people all call her Alaska Between worlds, so the people ask her 'Cause it's all in her mind It's all in her mind  Stephanie says (Stephanie says) that she wants to know (She wants to know) Why it is though she's the door (Always), she can't be the room Stephanie says (Stephanie says) but doesn't hang up the phone (Hang up the phone) What seashell she is calling from across the world  But she's not afraid to die The people all call her Alaska Between worlds, so the people ask her 'Cause it's all in her mind It's all in her mind  They're asking is it good or bad It's such an icy feeling It's so cold in Alaska (Stephanie says) It's so cold in Alaska (Stephanie says) It's so cold in Alaska (Stephanie says)"
sad_all/Stewart's Coat.mp3,Rickie Lee Jones,Stewart's Coat,"Hold me love, I can't sleep again Will I have to kiss your nose? I wanna lay here next to him, love I remember walking in the rain Rain was falling on my hands I don't wanna live through that again, no Outside the heart it gets dark now And I was walking in the park now Children singing songs that Will now make all our dreams come true I'm in love with you I know it takes is love Love is a healing thing When you give everything You're loving the world The world gives you love to hold onto Remembering, we seldom remember love  (Somewhere) Just give me many chances (Far away) I'll see you through it all (Remember) Just give me time to learn to crawl  In September, when the rain comes, and the wind blows, I will see you walking in that coat, oh And if you let me, I will keep you here inside the stars, I will love the sound of my sheets Oh, you have moved beneath them"
sad_all/Sun In The Night.mp3,Lighthouse Family,Sun In The Night,"How many times in your life Have you ever had the feeling That the way you live is crazy And there must be something else When you look at the sky Does it ever cross your mind There could be something you've forgotten That will never go away  Like the sun in the night Like the sun in the night  You'll always be with me, baby Deep in my soul You'll always be with me Wherever I go  Gets too much after a while Try to always hide your feelings When the world is going crazy And you keep it to yourself How much it hurts, though you try Try to get on with your life, you Tell yourself that worse things happen And just hope it goes away  Like the sun in the night Like the sun in the night  You'll always be with me, baby Deep in my soul You'll always be with me Wherever I go"
sad_all/Sunshine.mp3,Low,Sunshine,"You are my sunshine My only sunshine You make me happy  When skies are grey You'll never know, dear How much I love you Please don't take my sunshine away   The other night, dear As I lay sleeping  I dreamt I held you in my arms When I awoke, dear I was mistaken  And I hung my head and cried  You are my sunshine My only sunshine You make me happy  When skies are grey You'll never know, dear How much I love you  Please don't take my sunshine away"
sad_all/Tanto.mp3,J.D. NATASHA,Tanto,
sad_all/Taste Of Blood.mp3,Archive,Taste Of Blood,"I get a taste of blood in my mouth when you're near A feeling that's too painful to bear  I get a taste of blood in my mouth when you're near A feeling that's too painful to bear  Straight to my head  I get a look of fear on my face with you here A feeling that shivers down my skin  Try to resist, but it's just not finished with you yet A hold too intense to forget"
sad_all/The Boy Who Blocked His Own Shot.mp3,Brand New,The Boy Who Blocked His Own Shot,If it makes you less sad I will die by your hand I hope you find out what you want I already know what I am  And if it makes you less sad We'll start talking again You can tell me how vile I already know that I am  I'll grow old Start acting my age I'll be a brand new day In a life that you hate  A crown of gold A heart that's harder than stone And it hurts a whole lot But it's missed when it's gone  Call me a safe bet I'm betting I'm not I'm glad that you can forgive Only hoping as time goes you can forget  If it makes you less sad I'll move out of the state You can keep to yourself I'll keep out of your way  And if it makes you less sad I'll take your pictures all down Every picture you paint I will paint myself out  It's cold as a tomb And it's dark in your room When I sneak to your bed To pour salt in your wounds  So call it quits Or get a grip You say you wanted a solution But you just wanted to be missed  Call me a safe bet I'm betting I'm not I'm glad that you can forgive Only hoping as time goes you can forget So you can forget You can forget  You are calm and reposed It lets your beauty unfold Pale white like the skin stretched over your bones Spring keeps you ever close You are second hand smoke You are so fragile and thin Standing trial for your sins Holding on to yourself the best you can You are the smell before rain You are the blood in my veins  Call me a safe bet I'm betting I'm not I'm glad that you can forgive Only hoping as time goes you can forget
sad_all/The Car In Front Of Me.mp3,Luke Bryan,The Car In Front Of Me,"Homecoming parade, you were the queen I was riding right behind you with the rest of the team Saw my ring on your finger as you waved to the crowd I didn't know a second stringer could ever be so proud  The car in front of me was carrying what I loved more than anything My sweetest dream was in the car in front of me  On Wednesday nights, we'd meet at church You'd bring the kids, and I'd come straight from work Going home I'd read their lips through the window of your van As they sang Jesus loves me, I thought God I'm a lucky man  The car in front of me was carrying what I loved more than anything My sweetest dream was in the car in front of me  Even after what the doctor said You were strong and you believed And you held us all together through one more spring  Their little hands held on to mine As we sat in that backseat with tears in our eyes A long line of headlights Strangers stopped along the road No Monday wasn't meant for wearing Sunday clothes  The car in front of me was carrying what I loved more than anything"
sad_all/The Dreams You Left Behind (reprise).mp3,Micah P. Hinson,The Dreams You Left Behind (Re,Someday you'll find The dreams you left behind Are not as bright as they seem  Someday you'll see That loves before me Lasting as long as the sun  Someday you'll find Dreams never die Lasting as long as the sun Shining down on me  Someday you'll find The dreams they never die Lasting as long as the sun Shining down on me
sad_all/The End.mp3,The Bates,The End,
sad_all/The Good Life.mp3,Valencia,The Good Life,"I barely got to sleep last night But don't worry girl, I still had that dream again The dream where I'm in a perfect world With perfect blue skies  Where no one dies And we spend forever Livin' in love Nothing could be better Than a perfect world With a perfect girl We'd have so much time Living out the good life.  From the moment my Feet touched sand To the perfect skies up in the Tall mountains.  It felt so good to roll the windows down Drive alone until we find ourselves And we'll go back to the life we wanna lead, Then we'll go back to the way things used to be.  We'll find a way to make it right, We're gonna live our lives, Step by step, we'll make it as we sing...  Don't ever forget All the sleepless nights We stayed up late until the sun would rise. No matter how far you get, I'll be a step behind to catch you when you fall down.  I met great friends I've seen great times I've been in love And I've seen love die.  But nothing's as good As when I close my eyes And feel that road that's lead me through this life It's a good life Just get me on my feet It's a good life But I'm living in a dream where I'll take a chance on every breath Like it's my last. Step by step We'll make it as we sing...  Don't ever forget All the sleepless nights We stayed up late until the sun would rise. No matter how far you get, I'll be a step behind I'll find a way to catch you when you fall down.  Don't ever forget All the sleepless nights We stayed up late until the sun would rise. No matter how far you get, I'll be a step behind I'll find a way to catch you when you fall down.  I packed my bags, I was on my way home, I was 400 miles away from being back inside of your arms, It's where I always wanted to be.  Don't ever forget All the sleepless nights We stayed up late until the sun would rise. No matter how far you get, I'll be a step behind To catch you when you fall down.  I'll catch you when you fall down.  Don't ever forget All the sleepless nights We stayed up late until the sun would rise. No matter how far you get, I'll be a step behind I'll find a way to catch you when you fall down.  I barely got to sleep last night, But don't worry girl, I still had that dream again"
sad_all/The Great Below.mp3,Nine Inch Nails,The Great Below,"Staring at the sea, will she come? Is there hope for me after all is said and done? Anything at any price, all of this for you All the spoils of a wasted life, all of this for you  All the world has closed her eyes, tired faith all worn and thin For all we could have done and all that could have been  Ocean pulls me close and whispers in my ear The destiny I've chose, all becoming clear The currents have their say, the time is drawing near Washes me away, makes me disappear  And I descend from grace In arms of undertow I will take my place In the great below  I can still feel you even so far away I can still feel you even so far away I can still feel you even so far away I can still feel you even so far away  Even so far away Even so far away Even so far away Even so far away"
sad_all/The Hard One.mp3,The Beta Band,The Hard One,Listen to me when I go outside  I have an opposite reaction in my mind  Blood clots up and my eyes look down  Mouth never changes from a darkened frown   Pulse starts jumping and feet won't move  Seventy quid for these new shoes  Heart beat pumping and move the floor  Head is banging on a darkened door   Once upon a time I was falling apart  Now I'm always falling in love x4   I only do the simple things  People around me run the rings  Left and right to fool the kid  Pass a little love and help me move the lid   Pressing all the buttons for the wrong way round  Mouth still sticking on a darkened frown  In and out and this and that  The *butt and ben* of chewing fat   I just can't seem to keep it up  The pressure of a house with a holy ghost  Pressure of a house with a holy ghost  **Out house pressure is sure the most  **Out of house pressure is sure the most   Once upon a time I was falling apart  Now I'm always falling in love  Once upon a time I was falling apart  Now I'm *only* falling in love x2
sad_all/The Last Goodbye.mp3,Lost Patrol,The Last Goodbye,"Can't imagine a life without you Can't imagine our Last kiss Can't imagine a day without you  Can't imagine anything like this  I thought I Could always count on you, yeah! I thought that you'd Be there to pull me through  Can't imagine a minute Without you Can't imagine this bed alone  Can't imagine a second without you Can't Imagine this life on my own  I thought I could always Count on you, yeah! I thought that you'd be there to Pull me through  Last kiss, the last time I held your Hand Last knock on your door, 'cause I can't knock on it Anymore Last of our warm embrace, last time I touch your Face The last look in your eye, this might be the last Goodbye The last goodbye The last goodbye The last Goodbye The last goodbye  I thought I could always Count on you, yeah -- always count on you I thought I could Always count on you -- always count on you I thought I Could always count on you, yeah -- always count on you I Thought that you'd be there to pull me through"
sad_all/The Last Laugh.mp3,Mark Knopfler,The Last Laugh,"Don't you love the sound Of the last laugh, my friend Don't you love the sound Of the last laugh, at the end  Down in the gutter With the mad old soldiers Down in the scuppers With the drunken sailors Down in the gutter With the mad old soldiers But the last laugh, baby is yours  And don't you love the sound Of the last laugh goin' down  Games you thought you'd learned You neither lost nor won The dreams have crashed and burned You still keep on, keepin' on  Out on the highway With the road gang, workin' Up on a mountain With a cold wind blowin'  Out on the highway Was a road band, workin' But the last laugh, baby is yours  And don't you love the sound Of the last laugh, goin' down  They had you cryin' And you came up smilin' They had you crawlin' And you came up flyin' They had you cryin' And you came up smilin' And the last laugh, baby is yours  And don't you love the sound The last laugh goin' down? Well, don't you love the sound Of the last laugh, goin' down"
sad_all/The Only Song.mp3,Sherwood,The Only Song,"And I'm ok  Seems I just needed a break  Sat down but now I'm up again  And finding out I'm alone  My friends left me behind  And into another town  Where this boy is not around  And I don't blame them  I'd do the same   And now I'm alone again   So I'll sing along to the only song I've ever known  And I'll sing it out to the lonely ones, oh oh oh  Those days are gone but the nights roll on taking their place  So I'm singing it out to the lonely ones   Hey, let's write the story again  Where I'm your lover and best friend  Pack our bags and we'll leave this old ghost town behind  And into another town  Where this boy is not around  He made the mistake of leaving you   That was mistake number two   So I'll sing along to the only song I've ever known  And I'll sing it out to the lonely ones, oh oh oh  Those days are gone but the nights roll on taking their place  So I'm singing it out to the lonely ones   Hey, let's write the story again  Where I'm your lover and best friend   So I'll sing along to the only song I've ever known  And I'll sing it out to the lonely ones, oh oh oh  Those days are gone but the nights roll on taking their place  So I'm singing it out to the lonely ones, oh oh oh  Oh oh oh"
sad_all/The Queen And The Soldier.mp3,Suzanne Vega,The Queen And The Soldier,"The soldier came knocking upon the queen's door He said: ""I am not fighting for you any more"" The queen knew she'd seen his face someplace before And slowly she let him inside  He said: ""I've watched your palace up here on the hill And I've wondered who's the woman for whom we all kill But I am leaving tomorrow and you can do what you will Only first I am asking you why?""  Down in the long narrow hall he was led Into her room with her tapestries red And she never once took the crown from her head She asked him there to sit down  He said: ""I see you now, and you are so very young But I've seen more battles lost than I have battles won And I've got this intuition, says it's all for your fun And now will you tell me why?""  While the young queen, she fixed him with an arrogant eye She said: ""You won't understand, and you may as well not try"" But her face was a child's, and he thought she would cry But she closed herself up like a fan  And she said: ""I've swallowed a secret burning thread It cuts me inside, and often I've bled"" He laid his hand then on top of her head And he bowed her down to the ground  Tell me how hungry are you? How weak you must feel As you are living here alone, and you are never revealed But I won't march again on your battlefield And he took her to the window to see  And the sun, it was gold, though the sky, it was gray And she wanted more than she ever could say But she knew how it frightened her, and she turned away And would not look at his face again  And he said: ""I want to live as an honest man To get all I deserve and to give all I can And to love a young woman who I don't understand Your highness, your ways are very strange""  But the crown, it had fallen, and she thought she would break And she stood there, ashamed of the way her heart ached She took him to the doorstep and she asked him to wait She would only be a moment inside  Out in the distance her order was heard And the soldier was killed, still waiting for her word And while the queen went on strangling in the Solitude she preferred The battle continued on"
sad_all/The Shadow Of Your Smile.mp3,Nancy Sinatra,The Shadow Of Your Smile,
sad_all/The Sun Ain'T Gonna Shine Any More.mp3,The Bates,The Sun Ain't Gonna Shine Any,
sad_all/The Time Is Right For Love (2006 Digital Remaster).mp3,Whitesnake,The Time Is Right For Love (20,"When I saw you in the Garden Sweet lilac in your hair, The sunlight seemed to surround you And bless the morning air. I wondered what your name was And if you would dance with me, I heard you cry for mercy But, my eyes they could not see.  'Cause the time is right for love, The time is right for love, You can pray to the Lord above But, the time is right for love.  So much for all your sweet words, All that you said you would do. Remember all my love songs, They were promises to you. But, I don't hold it against you, I know you're not to blame So draw your circle around me And we'll put all your lovers to shame.  'Cause the time is right for love, The time is right for love, You can pray to the Lord above But, the time is right for love.  (Solo)  'Cause the time is right for love, The time is right for love, You can pray to the Lord above But, the time is right for love..."
sad_all/The Walk.mp3,Sawyer Brown,The Walk,"Down our long dusty driveway I didn't want to go But I set out with tears in my eyes wondering Daddy took me by the hand Looked out at the school bus and his little man and said ""Don't worry boy it will be all right""  'Cause I took this walk you're walking now Boy, I've been in your shoes You can't hold back the hands of time It's just something you've got to do So dry your eyes I understand just what you're going through 'Cause I took this same walk with my old man Boy, I've been in your shoes  Down our long dusty driveway I set my mind to go I was eighteen and wild and free and wondering Daddy took me by the hand Looked at the world and at his grown man and said, ""Don't worry boy it will be all right""  Down our long dusty driveway This time we both would go He had grown old and gray And his mind was wandering Daddy took me by the hand Said, ""I know where we're going and I understand Don't worry boy it will be all right"""
sad_all/There's A Place For Us.mp3,Phil Collins,There's A Place For Us,"'...There's a place for us, somewhere a time and a place.'  So here we are together Just you and me Sitting side by side Don't know why With time just racing by But I don't want to go  Well I don't know much about it 'Cause all I am is what you see In front of you There's no more Feels so close and yet so far But I don't want to go  Here I am, take my hand Here I am, please take my hand  I'd like to sit here with you if that's all right If you don't mind I could sit and stare all night Sit here waiting for you to hold me tight  It's sad but I know it's true You see I know you well You'd only laugh at me And that would hurt me so Just look at me here You've got me pleading with you But I don't want to go  'Cause you know that I love you so Yes you know that I love you so  Here. I will be here love For you love, I will always be here love  If you look real close You'll see my heart is on my sleeve And it'll be here waiting Waiting for you, waiting for me Someone once said that if you truly, truly believe You can make things happen Make things appear to be all that they seem Tell me do you believe?  We'll find a hideaway Together we'll find a way Somewhere, somehow, we'll find some way There must be somewhere There must be someplace We can find somewhere Where they don't know my face Believe me we can find it Yes we can find it Somewhere, there's a place for us Somewhere, a time and a place for us Somewhere"
sad_all/Think Of You.mp3,A Fine Frenzy,Think Of You,"It's one hundred and nine degrees In this crowded room No room to breathe With walls as cold as a gallery This is no place for me  Such hard faces set in smoke The smell lingers in my clothes It's a bad night to be alone But that's the way it goes  And I think of you Whenever life gets me down I think of you Whenever you're not around And you rest your bones Somewhere far from my own Yeah, but you still pull me home  I thought I had it figured out In a brand new life With a great big house And green initials on the towels I should be happy now  Well, you've got yourself a family And you planted roots down by the sea I saw you once on the street You didn't notice me  But I think of you Whenever life gets me down I think of you Whenever you're not around And you rest your bones Somewhere far from my own Yeah, but you still pull me home  Just to put your mind at ease You don't owe me anything You paid me well in memories  And I think of you Whenever life gets me down I think of you Whenever you're not around And you rest your bones Somewhere far from my own Yeah, but you still pull me home Yeah, you still pull me home You still pull me home"
sad_all/Three Cheers For Happiness.mp3,Versus You,Three Cheers For Happiness,
sad_all/Tiny Tears.mp3,Tindersticks,Tiny Tears,"You've been lying in bed for a week now Wondering how long it'll take You haven't spoken or looked at her in all that time It's the easiest line you could break She's been going about her business as usual Always with that melancholy smile But you were too busy looking into your affairs To see those tiny tears in her eyes  Tiny tears make up an ocean Tiny tears make up a sea Let them pour out, pour out all over Don't let them pour all over me   How can you hurt someone so much your supposed to care for Someone you said you'd always be there for But when that water breaks you know you're gonna cry, cry When those tears start rolling you'll be back  Tiny tears...  You've been thinking about the time, you've been dreading it But now it seems that moment has arrived She's at the edge of the bed, she gets in But it's hard to turn the opposite way tonight  Tiny tears..."
sad_all/To Live Is To Die.mp3,Metallica,To Live Is To Die,"When a man lies, he murders some part of the world These are the pale deaths which men miscall their lives All this I cannot bear to witness any longer Cannot the Kingdom of Salvation take me home?"
sad_all/Too Late.mp3,No Doubt,Too Late,I just want to take you away from everyone And keep you stashed under my pillow And then I'd take you out simply for my own pleasure And only when the occasions special then I'd put you on like a diamond So I can sparkle and be the envy of my friends I'd proudly hold the leash that I'd have you on So you can't stray and follow me around all day  It's too late now I don't think it can fade It's too real now Fulfillment just adds fuel to the blaze  Compulsion has stained me I'm nervously cradling our young love Without known limits love Like a butterfly cupped in my hands I peek in to see beauty trapped Confined it flutters Then it leaves behind colorful dust To remind me of the special times we've spent But of course it has to leave my clutch But enough is never enough to make a dent  It's too late now I don't think it can fade It's too real now Fulfillment just adds fuel to the blaze  And in time it will end And there really isn't hope for the two of us But right now I give in  It's too late now I don't think it can fade It's too real now Fulfillment just adds fuel to the blaze Fulfillment just adds fuel to the Fulfillment just adds fuel to the blaze
sad_all/TV Screen.mp3,Goran Bregovic,TV Screen,Find a beautiful old street Not rushing through this time In a bar where a fat lady reigns supreme Come in and drink with a false name In circus clothes forget their pain They are the zombie bodies Caught in the glow of the TV screen Just forget it?  Forget it all The TV screen TV screen makes you feel small No life at all  Now that you have turned it off It's harder than you thought No one wants to give a damn Or even hear a thought They rush from one fad to the next You talk and it has no effect You are the target for stars And the planets on the TV screen Just forget it?  Forget it all The TV screen TV screen makes you feel small No life at all
sad_all/Two Beautiful Souls In A Crazy World.mp3,Plantlife,Two Beautiful Souls In A Crazy,
sad_all/Umbilical.mp3,Mazzy Star,Umbilical,"She should have seen the thing in mother's belly Grew up alongside her sister's... She reached out for nourishment (And falls from her mother's umbilical cord) With her sister in the (womb)  One day she opens her mouth wide and swallows (her surroundings) The red, and orange and the sounds all around her Now she was (in her corner) Now she was (in her corner) Her eyes closed with some kind of complete Happiness Some kind of complete Happiness  Now she can walk in the sunlight (With a quiet sense of relief inside) Now she walks in the sunlight An extra feeling inside her soul, makes her cry  In her mama's belly... opens her... sisters One day she opens her mouth wide and swallows (her surroundings) The red, and orange and the sounds all around her (In the) sunlight... makes it (go away)  Now she was (in her corner) In the sunlight Now she was (in her corner)...she has... Her eyes closed with some kind of complete Happiness Some kind of complete Happiness  (And now) she walks in the sunlight (With the extra feeling, inside her) Now she walks in the sunlight (With the extra feeling (inside her) (Inside her???)"
sad_all/Walk Away.mp3,Ben Harper,Walk Away,"Oh no Here comes that sun again That means another day without you my friend And it hurts me to look into the mirror at myself And it hurts even more to have to be with somebody else And it's so hard to do And so easy to say But sometimes Sometimes You just have to walk away Walk away  So many people to love in my life Why do I worry about one But'a you put the happy in my ness You put the good times into my fun  And it's so hard to do And so easy to say Sometimes Sometimes You just have to walk away Walk away And head for the door  We've tried the goodbyes So many days We walk in the same direction So that we could never stray They say if you love somebody Then you have got to set them free But I would rather be locked to you than live in this pain and misery  They say that time, will make all this go away But its time that has taken my tomorrows and turned them into yesterdays And once again that rising sun is a droppin' on down And once again you my friend are no where to be found  And it's so hard to do, and so easy to say But sometimes Sometimes You just have to walk away Walk away And head for the door You just walk away Walk away Walk away... Just walk on Walk on Turn and head for the door... Walk away"
sad_all/Wasted.mp3,Stan Van Samang,Wasted,
sad_all/We Never Change.mp3,Coldplay,We Never Change,"I wanna live life, never be cruel I wanna live life, be good to you I wanna fly, never come down And live my life, and have friends around  We never change, do we? No, no... We never learn, do we? So I wanna live in a wooden house  I wanna live life, always be true I wanna live life, and be good to you I wanna fly, and never come down And I live my life, and have friends around  We never change, do we? No, no... We never learned to leave So I wanna live in a wooden house Making more friends would be easy Oh and I don't have a show to say, yes, and I sin every single day We never change, do we? We never learned to leave So, I wanna live in a wooden house Making more friends would be easy I wanna live where the sun comes out"
