stem,word,pos
mutil,mutilation,
himself,himself,
an,an,
ditch,ditch,
ascend,ascend,VB
frost,frost,
heartach,heartache,
won’t,won’t,VB
carn,carne,
cloth,clothes,
dulc,dulce,
doi,dois,
link,link,
translat,translation,
tenert,tenerte,
atom,atomic,JJ
line,line,
reel,reel,
dull,dull,
hush,hush,
skull,skull,
ut,ut,
up,up,
us,us,
ur,ur,
um,um,
un,un,
uh,uh,
holler,holler,
z,z,
ki,ki,
bath,bath,
necesito,necesito,
v,v,
freak,freak,
curs,curse,
youâr,youâre,
flow,flow,
haunt,haunt,
repres,represent,
scarlet,scarlet,
cure,cure,
jétai,j'étais,
chat,chat,
playin,playin',
curl,curl,
hospit,hospital,
prevail,prevail,
curtain,curtain,
kaikki,kaikki,
cotton,cotton,
cuento,cuento,
rainbow,rainbow,
peter,peter,
gris,gris,
nah,nah,
nai,n'ai,
são,são,
nao,nao,
cuenta,cuenta,
tard,tarde,
vou,vou,
nas,nas,
raini,rainy,
yang,yang,
bear,bear,
recordar,recordar,
grind,grind,VB
swirl,swirling,VB
propheci,prophecy,
mock,mock,
nice,nice,JJ
dale,dale,
draw,draw,
oon,oon,
più,più,
lend,lend,VB
ritmo,ritmo,
missin,missin',
papa,papa,
william,williams,
drag,drag,
est,est,
cè,c'è,
worm,worm,
año,años,
leaf,leaf,
tua,tua,
desert,desert,
problema,problema,
mood,mood,
ago,ago,
lane,lane,
land,land,
e,e,
sore,sore,
age,age,
sve,sve,
gehen,gehen,
oppress,oppression,
depth,depths,
enslav,enslaved,VB
hah,hah,
restor,restore,
fresh,fresh,JJ
hello,hello,
passé,passé,
code,code,
anda,anda,
edg,edge,
ganz,ganz,
scratch,scratch,
dime,dime,
letzt,letzte,
quero,quero,
alien,alien,
ge,ge,
gana,ganas,
gang,gang,
ga,ga,
vuelto,vuelto,
go,go,VB
psycho,psycho,
meinem,meinem,
senti,senti,
gi,gi,
privat,private,JJ
espera,espera,
coeur,coeur,
young,young,JJ
llora,llora,
nose,nose,
oclock,o'clock,
bum,bum,
alto,alto,
becam,became,VB
sens,sense,
fatal,fatal,
sent,sent,
inject,inject,
zurück,zurück,
aprend,aprender,
garden,garden,
sempr,sempre,
noos,noose,
rhyme,rhyme,
agua,agua,
wave,wave,VB
mous,mouse,
forgiven,forgiven,
spoon,spoon,
disast,disaster,
uhhuh,uh-huh,JJ
shiver,shiver,
wipe,wipe,
tri,try,VB
yeux,yeux,
magic,magic,
wasteland,wasteland,
magia,magia,
stiff,stiff,
zeit,zeit,
fur,fur,
button,button,
gettin,gettin',
michael,michael,
eve,eve,
mirar,mirar,
race,race,
déjame,déjame,
iba,iba,
stomp,stomp,
marri,married,JJ
pleas,please,VB
someday,someday,
zo,zo,
fortun,fortune,
esté,estés,
natur,nature,
bug,bug,
está,está,
vela,vela,
jump,jump,
crook,crooked,VB
annihil,annihilation,
video,video,
plead,plead,
zu,zu,
acid,acid,
odd,odds,
click,click,
folk,folks,
się,się,
går,går,
porqu,porque,
compar,compare,
chicago,chicago,
wore,wore,
slight,slightly,
sonn,sonne,
hardest,hardest,JJ
moan,moan,
cell,cell,
rotten,rotten,VB
indian,indian,JJ
cancion,canciones,
playa,playa,
plug,plug,
bird,bird,
can,can,
involv,involved,VB
vibrat,vibration,
led,led,VB
chose,chose,VB
despit,despite,
rocknrol,rock'n'roll,
sexi,sexy,
warum,warum,
whoo,whoo,
punch,punch,
kannst,kannst,
sinn,sinn,
swim,swim,
quell,qu'elle,
les,les,
let,let,VB
sink,sink,
mnie,mnie,
sing,sing,VB
sind,sind,
palac,palace,
fifteen,fifteen,
sinc,since,
qued,quede,
great,great,JJ
até,até,
northern,northern,JJ
dell,delle,
sangr,sangre,
chant,chant,
gent,gente,
30,30,
vacat,vacation,
host,host,
chao,chaos,
sangu,sangue,
fond,fond,
cafe,cafe,
veut,veut,
earli,early,
opinion,opinion,
climb,climb,
meer,meer,
honor,honor,
chanc,chance,
control,control,
wie,wie,
danger,danger,
shake,shake,VB
win,win,VB
sinä,sinä,
emot,emotions,
foundat,foundation,
estamo,estamos,
volt,volte,
wit,wit,
blah,blah,
wir,wir,
motor,motor,
zijn,zijn,
voy,voy,
cloud,clouds,
dejar,dejar,
use,used,VB
olvid,olvides,
from,from,
che,che,
usa,usa,
&,&,
chi,chi,
doubl,double,JJ
gern,gern,JJ
escond,esconde,
flat,flat,JJ
next,next,JJ
dynamit,dynamite,
few,few,JJ
doubt,doubt,
kuin,kuin,
toy,toy,
clutch,clutch,
sort,sort,
don´t,don´t,
dash,dash,
clever,clever,
babe,babe,
bailando,bailando,
porch,porch,
babi,baby,
caminho,caminho,
memoria,memoria,
fiend,fiend,
impress,impress,
stone,stone,
posso,posso,
trail,trail,
train,train,
losin,losin',
vuelta,vuelta,
ok,ok,
gambl,gamble,
harvest,harvest,JJ
wretch,wretched,VB
women,women,
sont,sont,
heur,heures,
palabra,palabras,
ace,ace,
devant,devant,
spi,spy,
this,this,
plan,plan,
ride,ride,
critic,critical,JJ
pour,pour,
roar,roar,VB
unreal,unreal,
obvious,obvious,JJ
thin,thin,
island,island,
shook,shook,
meet,meet,
coffin,coffin,
aliv,alive,JJ
sabe,sabes,
masquerad,masquerade,
qualquer,qualquer,
od,od,
tap,tap,VB
bent,bent,
pawn,pawn,
plate,plate,
process,process,
lock,locked,VB
weet,weet,
rode,rode,
loco,loco,
high,high,JJ
vultur,vultures,
tag,tag,
bene,bene,
taa,taas,
slip,slip,
tal,tal,
tan,tan,
martyr,martyr,
skirt,skirt,
crimin,criminal,JJ
rape,rape,
cambio,cambio,
lamb,lamb,
lejo,lejos,
surfac,surface,
sip,sip,
querert,quererte,
sit,sit,
vibe,vibe,
alegría,alegría,
six,six,
tras,tras,
río,río,
mujer,mujer,
sia,sia,
ander,anders,
sig,sig,
forest,forest,JJ
sie,sie,
dissolv,dissolve,
instead,instead,
tak,tak,
panic,panic,
sin,sin,
sim,sim,
stock,stock,
fare,fare,
altar,altar,
klar,klar,
inhal,inhale,
evri,ev'ry,
sir,sir,
farm,farm,
stop,stop,VB
act,act,
tief,tief,
paralyz,paralyzed,VB
canât,canât,
wrist,wrist,
attent,attention,
ceil,ceiling,VB
industri,industry,
physic,physical,JJ
somethin,somethin',
assassin,assassin,
tanta,tanta,
bind,bind,
isso,isso,
lame,lame,
robot,robot,
element,elements,
mami,mami,
primera,primera,
entiendo,entiendo,
mainten,maintenant,
allow,allow,VB
lluvia,lluvia,
ainda,ainda,
batter,battered,VB
tunnel,tunnel,
steve,steve,
mieux,mieux,
weh,weh,
standin,standin',
thigh,thighs,
movi,movie,
move,move,
galaxi,galaxy,
desper,desperate,
pine,pine,
dial,dial,
volta,volta,
hunter,hunter,
stride,stride,
bunch,bunch,
perfect,perfect,
siehst,siehst,
le,le,
outer,outer,
till,till,
chosen,chosen,
lo,lo,
ll,ll,
fue,fue,
lamp,lamp,
li,li,
mek,mek,
muert,muerte,
når,når,
puerta,puerta,
llega,llega,
decad,decade,
bye,bye,
filthi,filthy,
jukebox,jukebox,
dad,dad,
nadi,nadie,
dag,dag,
crash,crash,
sword,sword,
dal,dal,
dam,dam,
dan,dans,
spell,spell,
dah,dah,
cover,cover,
flew,flew,
dat,dat,
mention,mention,
doch,doch,
autr,autre,
snake,snake,VB
dar,dar,
gritar,gritar,
front,front,
scatter,scattered,VB
surviv,survive,JJ
cage,cage,
day,day,
strive,strive,JJ
billi,billy,
somewher,somewhere,
thrill,thrill,
anyth,anything,
feast,feast,
morir,morir,
poetri,poetry,
slide,slide,
polit,politics,
truth,truth,
shirt,shirt,
kommt,kommt,
beneath,beneath,
sil,s'il,
modo,modo,
skate,skate,
unwind,unwind,
oui,oui,
tot,tot,
bueno,bueno,
knive,knives,
vien,viene,
über,über,
bump,bump,
cett,cette,
buena,buena,
product,product,
consum,consume,
leavin,leavin',
static,static,JJ
tien,tiene,
bay,bay,
sexual,sexual,JJ
wander,wander,
special,special,JJ
falta,falta,
sient,siente,
rey,rey,
attend,attend,VB
sentiment,sentimental,JJ
bag,bag,
defend,defend,VB
tuyo,tuyo,
från,från,
así,así,
werden,werden,
venom,venom,
mate,mate,
distract,distraction,
cest,c'est,JJ
sever,severed,VB
mata,mata,
pledg,pledge,
wick,wicked,VB
charli,charlie,
contigo,contigo,
defens,defense,
red,red,JJ
obsess,obsession,
afford,afford,
franc,france,
shut,shut,
await,awaits,
insid,inside,
southern,southern,JJ
cambia,cambia,
tempo,tempo,
templ,temple,
où,où,
que,que,
york,york,
x,x,
viejo,viejo,
anyhow,anyhow,
molli,molly,
bleed,bleed,
camino,camino,
demai,demais,
etern,eternal,JJ
river,river,
yard,yard,
deserv,deserve,
lone,lonely,
guarante,guaranteed,VB
enchant,enchanted,VB
could,could,
doy,doy,
keep,keep,VB
scari,scary,JJ
frent,frente,
shred,shreds,
chaqu,chaque,
outsid,outside,
mortal,mortal,
jam,jam,
scare,scared,VB
south,south,
mankind,mankind,
frozen,frozen,
blown,blown,
ihr,ihr,
seu,seu,
sack,sack,
echo,echo,
date,date,
dautr,d'autres,
ihn,ihn,
bitch,bitch,
vielä,vielä,
ihm,ihm,
digniti,dignity,
ses,ses,
scent,scent,
jamá,jamás,
fella,fellas,
booti,booty,
long,long,
glisten,glisten,VB
los,los,
unknown,unknown,JJ
habit,habit,
realidad,realidad,
tribe,tribe,
messag,message,
mal,mal,
their,their,
attack,attack,
definit,definitely,
ruin,ruin,
termin,terminal,
espejo,espejo,
perché,perché,
final,finally,
boil,boiling,VB
misunderstood,misunderstood,
negra,negra,
shell,shell,
stomach,stomach,
gear,gear,VB
big,big,JJ
jesus,jesus,
einem,einem,
punish,punishment,
quando,quando,
shallow,shallow,
negro,negro,
biggest,biggest,JJ
maze,maze,
sex,sex,
herself,herself,
shorti,shorty,
blind,blind,
practic,practice,
steel,steel,
nun,nun,
photograph,photograph,
bei,bei,
ben,ben,
tangl,tangled,VB
bem,bem,
rendezv,rendezvous,JJ
bother,bother,
beg,beg,
bed,bed,
bee,bee,
claim,claim,
dai,dai,
llevar,llevar,
padr,padre,
kissin,kissin',
becom,become,VB
lover,lover,
pedir,pedir,
bare,bare,
rate,rate,
penetr,penetrate,
steer,steer,
perchè,perchè,
tango,tango,
inna,inna,
clip,clip,
terribl,terrible,JJ
journey,journey,
niña,niña,
acabar,acabar,
sonho,sonho,
voce,voce,
crucifi,crucified,VB
corrupt,corruption,
oughta,oughta,
blir,blir,
faut,faut,
rollin,rollin',
have,have,VB
sen,sen,
throat,throat,
madr,madre,
loos,loose,JJ
yuh,yuh,
border,border,
sem,sem,
shes,shes,
q,q,
bastard,bastard,
mij,mij,
mim,mim,
mil,mil,
mio,mio,
min,min,
mia,mia,
respirar,respirar,
mic,mic,
expos,exposed,VB
mie,mie,
you’r,you’re,
mig,mig,
einfach,einfach,
cuatro,cuatro,
mix,mix,
unawar,unaware,
aujourdhui,aujourd'hui,
which,which,
lindo,lindo,
truck,truck,
mis,mis,
mir,mir,
mit,mit,
singl,single,JJ
vaya,vaya,
lugar,lugar,
tonight,tonight,
unless,unless,
limb,limbs,
combat,combat,
mut,mut,
raindrop,raindrops,
muev,mueve,
who,who,
salli,sally,
whi,why,
discov,discover,
presid,president,
hound,hound,
fragment,fragments,
hiphop,hip-hop,
satan,satan,
eight,eight,
but,but,
nous,nous,JJ
tranc,trance,
class,class,
outro,outro,
landscap,landscape,
stare,stare,
prove,prove,VB
stereo,stereo,
urg,urge,
están,están,
skinni,skinny,
gather,gather,
stronger,stronger,JJ
sunris,sunrise,
enää,enää,
denk,denk,
deni,deny,
fiel,fiel,
denn,denn,
aquí,aquí,
luci,lucy,
hardcor,hardcore,
coffe,coffee,
wow,wow,
fact,fact,
bell,bells,
affair,affair,
juego,juego,
dijo,dijo,
entertain,entertain,
frighten,frightened,VB
weiter,weiter,
mich,mich,
anyway,anyway,
dije,dije,
brother,brother,
más,más,
bring,bring,VB
passo,passo,
niet,niet,JJ
empir,empire,
bedroom,bedroom,
slippin,slippin',
chicken,chicken,
darkest,darkest,JJ
texa,texas,
passa,passa,
leg,legs,
duck,duck,
junto,junto,
noit,noite,
ha,ha,
noir,noir,
histoir,histoire,
tire,tired,VB
blowin,blowin',
illus,illusion,
winner,winner,
jar,jar,
forev,forever,
should,should,
brighter,brighter,
envi,envy,
regga,reggae,
suppos,supposed,VB
jak,jak,
tudo,tudo,
pensar,pensar,
fuel,fuel,
jag,jag,
piano,piano,
local,local,JJ
hope,hope,
meant,meant,
workin,workin',
satisfact,satisfaction,
vill,vill,
familiar,familiar,JJ
dope,dope,
disagre,disagree,VB
ko,ko,
fora,fora,
beam,beam,
bean,beans,
rumbl,rumble,JJ
redeem,redeemed,VB
tierra,tierra,
ira,ira,
increas,increase,
leben,leben,
sos,sos,
lucki,lucky,JJ
endless,endless,
gray,gray,
viel,viel,
cha,cha,
organ,organ,
h,h,
possibl,possible,JJ
lala,lala,
state,state,
crow,crow,
partir,partir,
sha,sha,
stuff,stuff,
she,she,
gran,gran,
contain,contain,
shi,shy,
rein,rein,
watchin,watchin',
hei,hei,
view,view,
toe,toes,
perdido,perdido,
solo,solo,
prais,praise,
bucket,bucket,
frame,frame,
pitch,pitch,
apolog,apologize,VB
dalla,dalla,
disgust,disgust,
powder,powder,
stack,stack,
joue,joue,
jeden,jeden,
closer,closer,
contempl,contemplate,
sehr,sehr,
wire,wire,
closet,closet,
pui,puis,
despu,despues,
nuclear,nuclear,JJ
luz,luz,
cruel,cruel,
tend,tend,VB
favor,favor,
sublim,sublime,
proof,proof,
chemin,chemin,
destini,destiny,
spare,spare,
progress,progress,
neither,neither,
lip,lips,
même,même,
junki,junkie,
bought,bought,
wollen,wollen,
pipe,pipe,
jos,jos,
adió,adiós,
jou,jou,
merri,merry,
amen,amen,
joy,joy,
sorrow,sorrow,
notion,notion,
där,där,
então,então,
entir,entire,JJ
joe,joe,
key,key,
disconnect,disconnected,VB
precious,precious,JJ
souvenir,souvenirs,
swift,swift,
qual,qual,JJ
david,david,
revers,reverse,
drum,drum,
ett,ett,
weav,weave,VB
joke,joke,
despierto,despierto,
la,la,
equal,equal,JJ
drug,drugs,
display,display,
april,april,
doorway,doorway,
succeed,succeed,VB
grain,grain,
puls,pulse,
passag,passage,
ami,ami,
swallow,swallow,
darker,darker,
afraid,afraid,
glorious,glorious,JJ
aye,aye,
comment,comment,
vent,vent,
ci,ci,
jim,jim,
co,co,
author,authority,
wall,wall,
ca,ca,
alla,alla,
bis,bis,
makin,makin',
ce,ce,
walk,walk,
reborn,reborn,VB
solv,solve,VB
laugh,laugh,
cousin,cousin,
respect,respect,
oer,o'er,
cansado,cansado,
veux,veux,
amigo,amigo,
quit,quite,
revolut,revolution,
slowli,slowly,
tread,tread,
quis,quise,
maid,maid,
entend,entender,
hoe,hoes,
cent,cent,
très,très,
willi,willie,
center,center,
gaze,gaze,
besid,beside,
treat,treat,
motherfuck,motherfucker,
tv,tv,
poet,poet,
quil,qu'il,
feather,feather,
kitchen,kitchen,
cheek,cheek,
mike,mike,
circus,circus,
nickel,nickel,
treasur,treasure,
vom,vom,
presenc,presence,
face,face,
protect,protect,
meus,meus,
señor,señor,
siamo,siamo,
hmm,hmm,
lass,lass,
mundo,mundo,
bull,bull,
ador,adore,
general,general,JJ
present,present,JJ
questa,questa,
brauch,brauch,JJ
holiday,holiday,
heut,heute,
comput,computer,
plain,plain,
harder,harder,
as,as,
will,will,
defin,define,
ar,ar,
facil,facile,
decept,deception,
wild,wild,JJ
ku,ku,
scene,scene,
observ,observe,
déjà,déjà,
va,va,
coz,coz,
droit,droit,
ve,ve,
locura,locura,
fondo,fondo,
almost,almost,
vi,vi,
blood,blood,
cultur,culture,
morgen,morgen,
fruit,fruit,
lust,lust,
girlfriend,girlfriend,VB
lune,lune,
motiv,motivation,
vu,vu,
raison,raison,
thug,thug,
partner,partner,
clone,clone,
mesmo,mesmo,
whore,whore,
halt,halt,
tattoo,tattoo,
uniti,unity,
denial,denial,JJ
tas,t'as,
welcom,welcome,VB
parti,party,
began,began,VB
headlight,headlights,
satisfi,satisfied,JJ
cross,cross,
piu,piu',
handl,handle,VB
cope,cope,
dentro,dentro,
auto,auto,
underground,underground,
easi,easy,JJ
about,about,
cream,cream,
nada,nada,
womb,womb,
tiempo,tiempo,
ball,ball,
slave,slave,VB
siempr,siempre,
dusk,dusk,
pein,peine,
comprend,comprender,
tenga,tenga,
drink,drink,VB
upon,upon,
effect,effect,
cétait,c'était,
romeo,romeo,
beast,beast,
vuelva,vuelvas,
issu,issue,
collid,collide,
dust,dust,
cigarett,cigarette,
pourquoi,pourquoi,
nation,nation,
judgment,judgment,
killer,killer,
vuelvo,vuelvo,
curv,curve,
gutter,gutter,
off,off,
destino,destino,
i,i,
shotgun,shotgun,
colour,colour,
knowledg,knowledge,
well,well,
messiah,messiah,
thought,thought,
vet,vet,
1,1,
welt,welt,
oft,oft,
choos,choose,VB
senza,senza,
uno,uno,
knight,knight,
latest,latest,JJ
ny,n'y,
distanc,distance,
kiss,kiss,VB
rocket,rocket,
less,less,JJ
penso,penso,
das,das,
weekend,weekend,VB
yall,y'all,
mistaken,mistaken,
gun,gun,
momento,momento,
já,já,
perdu,perdu,
tone,tone,
paul,paul,
glue,glue,
papel,papel,VB
distress,distress,
web,web,
quiero,quiero,
weg,weg,
wee,wee,
devast,devastation,
fellow,fellow,
flee,flee,
vida,vida,
drunk,drunk,
sky,sky,
quiera,quiera,
vide,vide,
bullshit,bullshit,
drew,drew,
wer,wer,
add,add,VB
other,other,JJ
generat,generation,
halo,halo,
crack,crack,
ohhh,ohhh,
ley,ley,
ought,ought,
match,match,
sich,sich,
piel,piel,
livin,livin',
fate,fate,
rêves,rêves,
admit,admit,
haut,haut,
piec,piece,
llena,llena,
historia,historia,
cruz,cruz,
ein,ein,
five,five,
know,know,VB
unseen,unseen,JJ
desd,desde,
paura,paura,
realis,realise,
tick,tick,
infierno,infierno,
betti,betty,
loss,loss,
like,like,
lost,lost,VB
incred,incredible,JJ
bibl,bible,JJ
corpor,corporate,JJ
clown,clown,
bark,bark,
chica,chica,
cantando,cantando,
heed,heed,
lose,lose,VB
chick,chick,
juic,juice,
soft,soft,JJ
page,page,
candi,candy,
taim,t'aime,
shed,shed,VB
nigga,nigga,
pleur,pleure,
captur,captured,VB
mua,mua,
matin,matin,
thief,thief,
hail,hail,
recuerdo,recuerdo,
hair,hair,
homm,homme,
daylight,daylight,
får,får,
reviv,revive,JJ
homi,homie,
dizer,dizer,
proper,proper,
home,home,
motivo,motivo,
blade,blade,
thiev,thieves,
vraiment,vraiment,
guid,guide,
ess,esse,
bet,bet,
lead,lead,
zwei,zwei,
broad,broad,JJ
avoid,avoid,
lean,lean,JJ
thank,thank,
chapter,chapter,
leap,leap,VB
fountain,fountain,
passion,passion,
settl,settle,VB
esa,esa,
leau,l'eau,
eso,eso,
hunger,hunger,
behav,behave,VB
nake,naked,JJ
leader,leader,
pued,puede,
trap,trapped,VB
birthday,birthday,
peau,peau,
puedo,puedo,
obey,obey,
worthi,worthy,JJ
pueda,pueda,
ident,identity,
bathroom,bathroom,
slut,slut,
parasit,parasite,
singin,singin',
forgiv,forgive,JJ
glori,glory,
although,although,
instinct,instinct,
despué,después,
llama,llama,
vengeanc,vengeance,
swept,swept,
stage,stage,
throne,throne,
cuerpo,cuerpo,
sister,sister,
quarter,quarter,
rare,rare,JJ
knowin,knowin',
linger,linger,
justic,justice,
freedom,freedom,
waist,waist,
mä,mä,
cleans,cleanse,
thirti,thirty,
courag,courage,
chrome,chrome,
fear,fear,
swear,swear,JJ
hier,hier,JJ
sweat,sweat,
avenu,avenue,
fals,false,JJ
toma,toma,
tomb,tomb,
diablo,diablo,
kann,kann,
own,own,JJ
absolut,absolutely,
societi,society,
owe,owe,
tight,tight,
tortur,torture,
perman,permanent,
automat,automatic,JJ
luna,luna,
weather,weather,
lung,lungs,
brush,brush,
awhil,awhile,
tristeza,tristeza,
kinda,kinda,
pussi,pussy,
dug,dug,
mere,mere,
invad,invade,
wollt,wollte,
mississippi,mississippi,
vai,vai,
van,van,
saben,saben,
crave,crave,VB
pictur,picture,
personn,personne,
esperando,esperando,
aan,aan,
spiral,spiral,JJ
feat,(feat.,
threat,threat,
appl,apple,
tun,tun,
inner,inner,
también,también,
ed,ed,
var,var,
vas,vas,
quanto,quanto,
stai,stai,
mijn,mijn,
buy,buy,VB
north,north,
noel,noel,
innoc,innocent,
tocar,tocar,
bus,bus,
brand,brand,
deja,deja,
wed,wedding,VB
continu,continue,VB
llevo,llevo,
,,
hi,hi,
ho,ho,
nut,nuts,
whistl,whistle,VB
grate,grateful,JJ
jai,j'ai,
eas,ease,
ear,ears,
eat,eat,
wherev,wherever,
he,he,
count,count,
selfish,selfish,JJ
cu,cu,
made,made,VB
wise,wise,
temp,temps,
seit,seit,
whether,whether,
wish,wish,JJ
j,j,
smooth,smooth,
flip,flip,
troubl,trouble,JJ
whoa,whoa,
record,record,
below,below,
belov,beloved,VB
limit,limit,
hesit,hesitate,
beau,beau,
cake,cake,VB
quizá,quizás,
problem,problem,
sein,sein,
duro,duro,
cmon,c'mon,
pin,pin,
int,inte,
whisper,whisper,
dure,during,
gira,gira,
pie,pie,
dura,dura,
pig,pig,
twist,twist,
cap,cap,
jenni,jenny,
mejor,mejor,
ink,ink,
manchmal,manchmal,JJ
penni,penny,
pit,pit,
happen,happen,VB
beckon,beckon,
alegria,alegria,
groov,groove,VB
coisa,coisa,
lalala,lalala,
menschen,menschen,
seul,seul,
boot,boots,
cave,cave,VB
40,40,
saviour,saviour,
book,book,
seus,seus,
futur,future,
sick,sick,JJ
niemal,niemals,
behold,behold,
out,out,
talkin,talkin',
reckless,reckless,JJ
adam,adam,
fiesta,fiesta,
genau,genau,
junk,junk,
repeat,repeat,
star,stars,
monday,monday,
grito,grito,
vega,vegas,
june,june,
jung,junge,
guardo,guardo,
reput,reputation,
unser,unsere,
stab,stab,
attempt,attempt,
ese,ese,JJ
throughout,throughout,
basement,basement,
veil,veil,
humbl,humble,JJ
vein,veins,
goin,goin',
ghost,ghost,
–,–,
sólo,sólo,
4x,(4x),
pode,pode,
aún,aún,
jewel,jewels,
sarà,sarà,
rule,rules,
paranoia,paranoia,
vuoi,vuoi,
fifti,fifty,
raven,raven,
là,là,
lá,lá,
allein,allein,
yell,yell,
at,at,
confess,confess,
sincer,sincere,
richard,richard,
