tid,mxm_tid,artist_name_mxm,title_mxm
TRMWWTL128F9354CC1,8376147,General Elektriks,Raid the Radio
TRMWWDG128F9328575,4562397,Vince Guaraldi,The Love of a Rose
TRMWWZT128F934252D,9441971,Joachim Garraud,The Answer (Dabruck and Klein remix Extented)
TRMWWAB128F4293447,6185781,Phonique,One Love (feat. Rodney Hunter)
TRMWGSU12903CE5AFC,12248248,Linda Hopkins,My Loving Baby
TRMWGBQ128F4281BED,4906403,The Quartertones,Hands UP
TRMWGCX128F422DFBF,2544466,The Crabb Family,Through The Fire
TRMWGQN128E07895F4,3204059,Doves,Snowden
TRMWGHF128F4238901,584165,The Van Pelt,His Steppe Is My Prarie
TRMWGWX128F92F84A7,7933447,Lou Christie,Lightning Strikes
TRMWGOO128F92D88BD,2756254,Johannes Linstead,Ritmo de Amor
TRMWGOZ128F4276107,2831909,Sam & Dave,Don't Waste That Love
TRMWGYI12903CA5B37,9350631,Mount Kimbie,Taps
TRMWGWP128F93153C1,2481547,Sonny Terry & Brownie McGhee,That's Why I'm Walking
TRMWGNR128F42660B4,5997525,Pierpoljak,Le Touriste à Babylone
TRMWGXY128F92E7CE4,6704699,Kilo,Golden Rule
TRMWGKC128F4262582,592365,Pennywise,Peaceful Day
TRMWGOJ128F9324E33,8513764,Heather Headley,Simply Redeemed
TRMWGCR128F14A6BBF,2382185,Hacienda,Late Lounge Lover
TRMWGKK128F429040C,6063523,Marc Romboy,Body Jack (Tommie Sunshine remix)
TRMWGRB128F92CFFD1,6432916,Bobby Darin,At the Crossroads
TRMWGLL12903CB4A81,3489531,La Costa Brava,Nada más
TRMWGQK12903D01959,736289,The Gathering,Frail (You Might as Well Be Me)
TRMWGQZ128EF3645D5,3307722,Mystery Train,Come on Back to Me
TRMWGSY128F4231DC6,5555086,Seth Lakeman,The Punch Bowl
TRMWGWA128F14A79CE,5463633,Gazpacho,Eleva
TRMWGKC128F92D123E,1088021,O.V. Wright,Since You Left (These Arms of Mine)
TRMWGQY128F42188D2,8347961,Camané,Bicho de conta
TRMWGND128F424FA51,6731182,Lopazz,Play In My House
TRMWGJH128F933FB0B,4440179,The Sim Redmond Band,D-Fumo
TRMWGZQ128F426901B,5502897,Show of Hands,Scratch
TRMWGTN12903CB1367,7506246,Bloody Dead and Sexy,Fingers
TRMWGNE128F4262605,4076667,Yellow #5,Bad Girl
TRMWGWL128F4271786,2929631,Carmen McRae,The Christmas Song (Chestnuts Roasting on an Open Fire)
TRMWGSE12903CE9271,6417023,Love Unlimited Orchestra,Freeway Flyer
TRMWGMH128F92CFB22,2323627,Alceu Valença,Rouge Carmin
TRMWGID128F9313B8D,6754713,Working for a Nuclear Free City,Heaven Kissing Hill
TRMWGIH128F92D734F,12428574,Carrie Newcomer,Sounds of the Morning
TRMWGZQ128F4223DB2,5543985,Grayson Capps,Cry Me One Tear
TRMWGCP128F145841D,9342867,Maxi Priest,Wild World
TRMWGJR128F42B0CE8,5151299,Samuele Bersani,Una delirante poesia
TRMWGKM12903CCE78B,3987319,Michael Jackson,Happy (Love Theme From 'Lady Sings the Blues')
TRMWGLI128F4246F58,5477340,Marco Ferradini,Autobus
TRMWGYG128F423F37E,1917128,Richard Thompson,The Dune Ship
TRMWGZR128F14ACCC6,8540421,Cliff Eidelman,No More Seances
TRMWGRM128F9328AE1,2849227,The Arrogant Sons of Bitches,Meatheads Attack Spencer at 9
TRMWGSZ128F14ADEA4,2697495,Charlie Peacock,Monkeys at the Zoo
TRMWGKL128F426D8A1,5572172,Septembre,(Face)
TRMWGUT128F92E85B6,1744410,Eric Idle,The Randi
TRMWHOA128F934C3C2,8098148,Cannibal Corpse,Evidence in the Furnace
TRMWHTT128F92ED81D,8901817,Andrew Weatherall,Stalker
TRMWHYO128F9314AB7,6029636,Dolorean,Beachcomber Blues
TRMWHTC128F147C57D,4162403,Sean Paul,We Be Burnin'
TRMWHCX128F4255527,8079528,Wilson Pickett,"Call My Name, I'll Be There"
TRMWHCF128F423EA0D,1119422,The Charlatans,Floor Nine
TRMWHEF128F149DB52,2601936,The Statler Brothers,We Got Paid by Cash
TRMWHRI128F147EA8E,9460701,The Fevers,Orgulho Não Leva a Nada
TRMWHNF12903CA7209,6398968,Pillar,Let It Out
TRMWHBZ12903CC9B29,9705366,Dum Dum Girls,Baby Don't Go
TRMWHAJ128F92D03DA,5531921,Julie Collings,All Else
TRMWHOF12903CCCB02,4538060,Ola Magnell,Änglar finns
TRMWHRP128E078BE6F,7577225,The Aqua Velvets,Nomad
TRMWHZI12903CED789,4159580,Robert Owens,Never Too Late (Essence vocal mix)
TRMWHZB12903CCA3C4,4004034,The Newtown Neurotics,Agony
TRMWHMY128F9330215,2692552,Airiel,Swimming Through Us
TRMWHIN128F92F4773,3563461,Raymond Lefebvre,Le gendarme de Saint-Tropez : Douliou-douliou Saint-Tropez
TRMWHAA128F93078B2,7936398,caUSE co-MOTION!,I Lie Awake
TRMWHKQ12903D0FA74,9339868,Dag för Dag,Animal
TRMWHTI128F93425AF,1410794,Ricardo Arjona,Libre
TRMWHDT128F423F81E,5749972,Sippie Wallace,"Mama's Gone, Goodbye"
TRMWHSI128F4262693,6585800,Suicidal Tendencies,Alone
TRMWHVH128F930B8B9,1947614,Hank Marvin,Twelfth of Never
TRMWHZV128F148C5B9,795811,Tracy Bonham,Sharks Can't Sleep
TRMWHIU128F9324B3A,1150020,Grandaddy,Why Took Your Advice
TRMWHGC128F1454058,1680139,Bobcat Goldthwait,Beaten by the Police
TRMWHXK128F426A11C,831432,Erik Truffaz,Saisir
TRMWHGU12903D0376A,3435253,Strapping Young Lad,Possessions
TRMWHKL128F92CF4A7,3185388,Even as We Speak,Getting Faster
TRMWHVQ128F9333232,8845635,Gorgeous X,Wonderful Life (feat. Julia Falke)
TRMWHIV12903C9858B,6215839,GIGI,Jatuh Padamu
TRMWHSG12903CDC3FB,1524335,Queensrÿche,The Art of Life
TRMWHDU128F934B2FC,597629,Armored Saint,Tainted Past
TRMWHUF128F92F9C18,4256838,StoneBridge,Put 'Em High (album version) (feat. Therese)
TRMWHIZ128F93230A9,789409,Willie Wisely,Ready to Wear
TRMWHVT128F428A897,808323,Tricky,A Song for Yukiko
TRMWHPL128F14968B5,1356872,Alpinestars,Smash It Up
TRMWHMG128F92C6450,1925290,Ultravox,The Thin Wall
TRMWHGX128F428322E,8742122,Aeroplane,Borders
TRMWHWX128F92FBD79,3519587,Silent Stream of Godless Elegy,Look
TRMWHUT128F9356041,4953064,Ella Mae Morse,Rip Van Winkle
TRMWHRM128F426333D,2373480,Laura Nyro,When I Was a Freeport and You Were the Main Drag
TRMWHHS128F1466463,1252262,Lords of the Underground,From Da Bricks
TRMWHVX128F92FBA3A,596890,Harmonizing Four,Motherless Child
TRMWHBO128F930E757,8509772,Volsoc,Here Come Volsoc
TRMWHTX12903CA3890,7593083,Jessica Lea Mayfield,Greater Heights
TRMWHGM128F9341D87,3402151,Argent,Thunder and Lightning
TRMWHRY12903CD2632,7400574,D.A.R.,Los Celos De Mi Compay
TRMWHWP128F148AE14,2698964,Dave Hollister,Almost
TRMWCSS128F147BCA3,1316290,My Life With the Thrill Kill Kult,Eight of Space (Dreamers mix)
TRMWCZZ128F92F22FD,5578502,El Indio Gitano,Cuando Paso Por Tu Puerta (Bulerias)
TRMWCVD128F146963B,1255269,Julian Lennon,Let Me Be
TRMWCTY128F4275DED,10233781,Kid Rock,So Hott (amended album version)
TRMWCVM12903D04009,5218989,Tim O'Brien,"Flora, The Lily Of The West"
TRMWCQG128F92F72EB,3260211,QPE,NOT
TRMWCAZ128F930CC14,633090,Chuck Loeb,Breathe Again
TRMWCXP128F42A9CBC,12735034,The El Dorados,My Lovin' Baby
TRMWCZX12903CF99BA,7402817,The Alternate Routes,Ordinary
TRMWCUN12903CB21BE,9742601,Kids in Glass Houses,Matters at All
TRMWCXF12903CFF8F9,1010190,Woody Guthrie,The Biggest Thing Man Has Ever Done
TRMWCIG12903CE3968,8814826,Volcano Choir,Youlogy
TRMWCNG128F934B535,6653907,Primordial,The Golden Spiral
TRMWCUQ12903CA77FE,1150746,The Jeff Beck Group,Jailhouse Rock
TRMWCRT128F9334667,6115677,Charlie Brown Gets a Valentine,Idle
TRMWCRA128F4275986,2490989,The Ordinary Boys,The List Goes On
TRMWCNV12903CC3B43,1509271,Death Cab for Cutie,405 (acoustic)
TRMWCHZ128F428EAA7,1065250,Haircut One Hundred,Surprise Me Again
TRMWCPC128F93153D2,2325788,Sonny Terry & Brownie McGhee,Blues All Around My Head
TRMWCYL128F9309E3E,5183456,Hala Strana,Hell Birds
TRMWCYI128F424EF88,3111670,Dash Rip Rock,Rich Little Bitch
TRMWCGZ128F422BC42,1331302,Elisa,Tic Tac
TRMWCCW128F9317072,7667737,Juana Molina,Un día
TRMWCCG128F9337B02,939307,I-F,Holographic Voice (feat. Nancy Fortune)
TRMWCZM12903CE10CD,2352930,The Country Gentlemen,I Ain't Gonna Work Tomorrow
TRMWCRJ128F932B26F,3896642,Kristine W,The Wonder of It All
TRMWCEE128F426D0AE,2173830,The Magnetic Fields,I Thought You Were My Boyfriend
TRMWCQK128F1478638,846563,Ultravox,Quiet Men
TRMWCMF128F92FE59F,8414943,Conor Oberst and the Mystic Valley Band,Air Mattress
TRMWCZM12903CAEBF6,9511087,Dark Fortress,Osiris
TRMWCQV128E078D17A,2426356,Billy Cobham,Snoopy's Search
TRMWCRL128F428AE2C,2867928,Nasum,Circle of Defeat
TRMWCKF128F148D40F,685734,Slick Rick,Mona Lisa
TRMWCIB128F92FDD33,1036350,Johnny and The Hurricanes,Red River Rock
TRMWCWE128F92E5B7E,6612603,Letzte Instanz,Unerreicht
TRMWCRZ128F425D59A,2402535,Catupecu Machu,Gritarle al viento
TRMWCEZ128F4246D7B,2338988,Kayah,Na językach
TRMWCLQ12903CFBDC4,8575999,J Dilla,"10,000 Watts"
TRMWCQO128F9312E5F,5061592,Sciflyer,Never Come Down
TRMWCWM128F92E003A,6612608,Letzte Instanz,Für immer und ewig
TRMWCNV128F92D9E74,3728425,Vibronics,Dub Herbs
TRMWCCD128F4243B2F,8580147,Harry Choates,Lawtell Waltz
TRMWCLF128F93128B7,2366911,Askil Holm,Animate
TRMWCIL12903CE76B0,9013549,Clap Your Hands Say Yeah,Blue Turning Grey
TRMWREG128F92F6D10,2484388,MC5,Borderline
TRMWRAU128F933C536,2863100,Didier Lockwood,Les Valseuses
TRMWRTU128E0794B2E,1375131,Gang of Four,In the Ditch
TRMWRUV128F93332DB,6475438,Marc Romboy vs. Stephan Bodzin,Ferdinand
TRMWRWB12903CDCEEA,5508814,Call To Preserve,Hold Fast
TRMWRAE128F4296C35,9437510,Banda pequeños musical,Las piedras rodantes
TRMWRPG12903CFB14D,4669520,Bernie Worrell,Afrofuturism (Phazed One)
TRMWRKP128F42895DE,1453249,Miguel Mateos - ZAS,Bull Dog
TRMWRLQ128F92F0C81,968795,Grupo Niche,La Gallinita de los Huevos de Oro
TRMWRMN12903CC24F3,5166443,This Is Hell,Prelude (Again)
TRMWRHR128E078503C,3323370,Toby Lightman,The River
TRMWRNT12903CC901C,2784721,Steve Roach,Snow Canon
TRMWRJF12903CE6531,7937497,Jean-Michel Rotin,Ella
TRMWRCZ128F423BBEC,7424720,The Space Brothers,Shine 2000 (Space Brothers 2000 radio edit)
TRMWRGF128F931D9E7,7956715,Carbon/Silicon,The News
TRMWRTF12903CE4ADB,7417246,Aretha Franklin,What a Friend We Have in Jesus
TRMWRXS128F425AA46,1838871,Marti Jones,Innocent Kiss
TRMWRJM128F427611C,4834176,Schweisser,Trotzdem
TRMWRMQ128F93454FF,8907439,? and the Mysterians,I'll Be Back
TRMWRVI128F428AD7A,8293041,Chet Atkins & Doc Watson,On My Way to Canaan's Land
TRMWRYF128F932B88C,1509049,Sandra,Sisters and Brothers
TRMWRZO12903CAE83A,836314,Portishead,Wandering Star
TRMWRXS12903CEDD8F,9113360,Rotting Christ,Sorrowful Farewell
TRMWRSL12903D0195E,736293,The Gathering,Liberty Bell
TRMWRLI128F9312988,3259005,It's a Beautiful Day,It Comes Right Down to You
TRMWROA128F426ED16,5419214,Starving,Cool
TRMWREZ12903C9E62F,1005942,Iggy Pop,Fuckin' Alone
TRMWRCD128F9313D27,1971365,Southern Culture on the Skids,Where Is the Moon
TRMWRCC128F4286883,1103115,The Mamas & the Papas,People Like Us
TRMWRWZ128F428FB08,1369246,The Louvin Brothers,The First One to Love You
TRMWRNO128EF357136,6124143,Nevada Tan,So wie du
TRMWREY128F427FCAD,1106028,Ian Van Dahl,Castles in the Sky
TRMWREJ12903CE7606,9274434,Meaghan Smith,Heartbroken
TRMWRDZ12903CE66E3,1674708,The Manhattan Transfer,Scotch and Soda
TRMWRMA12903CB66B0,8542229,Black Debbath,La Ungene Slippe Korps
TRMWRGY128F932C295,13347404,Kassav',Sa ki la pouw...
TRMWRKZ12903CBDF67,9659490,Four Year Strong,Paul Revere's Midnight Ride
TRMWRCF128E0782378,3318425,Everything but the Girl,Five Fathoms (DJ Sneak Sneak-A-Dub mix)
TRMWBOA128F4285BD9,12795298,Edith Márquez,Pero Me Acuerdo De Ti
TRMWBMV128F4277811,6680163,Aisha Duo,Despertar
TRMWBNV128E07895BA,1729634,Malevolent Creation,Monster
TRMWBOH128F9300AB8,2059501,Thrice,Cold Cash and Colder Hearts
TRMWBXV12903CB1C25,561405,Sir Harry Lauder,I Love a Lassie
TRMWBCC128E0789E6A,5411014,Cultus Sanguine,Silent Tunes of Falling Blood
TRMWBLU128F425EA73,8113351,The Emperor Machine,Slap On
TRMWBYN128F4263D24,3936362,Udo Lindenberg,Panik-Panther
TRMWBCA128F14B0CDE,4299999,Smokie Norful,It's All About You
TRMWBBZ128F9345DBB,1017108,Rise Against,Stained Glass and Marble
TRMWBFI128F421BAE3,7112415,DAY26,Co Star
TRMWBHY128F9332263,4525511,Augie Meyers,Deep in the Heart of Texas
TRMWBOP128F930B075,6297225,1090 Club,Some Equals One
TRMWBOL128F93095BE,7849197,Bruce Haack,Electric to Me Turn (alternate version)
TRMWBKX128F1451A74,4932040,Faker,Hurricane (radio remix)
TRMWBKJ128E0794A2D,9730162,Duran Duran,The Chauffeur
TRMWBPS128F92EF545,5132823,Atomic Swing,Dreamer's Battlefield
TRMWBIW128F422DAD5,5351393,DoF,Last Night Static
TRMWBXV128F4292C95,7889939,Apostle of Hustle,El Encuentro
TRMWBJC12903CCFFEC,10225872,Ann Nesby,I Apologize
TRMWBWT12903C9C028,9181438,The Orange Peels,The Great Outdoors
TRMWBIA12903CAF4F1,3762583,Thinking Plague,Etude for Combo
TRMWBQH12903C9B67F,5816259,Patti Austin & James Ingram,How Do You Keep the Music Playing
TRMWBXN128F92EE4AE,1100325,Herbert Grönemeyer,Alkohol
TRMWBRQ128F149156F,1966361,Ben Harper,When It's Good
TRMWBTT128F92D21B4,3041022,Ryoji Ikeda,op. 1 (for 9 strings): I
TRMWBIQ128F426AF8C,1365367,Inspectah Deck,Movas & Shakers
TRMWBBE128F429AFA2,1351574,Glasseater,Polar Opposites
TRMWBVU12903CA893D,5648746,Whiskey Daredevils,Lid Of Bluegrass
TRMWBAH128F42952B8,2180710,Laurent Voulzy,La fille d'avril
TRMWBTY128F148AA15,5753638,Javier Navarrete,A Tale
TRMWBME128F4286B09,7273956,Mechanical Bride,See Worlds
TRMWBID128F4228D34,3129333,Beny Moré,Las mujeres de my tierra
TRMWBNX128F14970C9,9986747,Judy Henske,God Bless the Child
TRMWBDI128F9303A50,4201097,Regenerator,Death (Neon Cage Experiment mix)
TRMWBKO128F4262C88,2813188,Frank Martiniq,Triebwärts
TRMWBLU128F423423C,5447567,Strike Anywhere,Prisoner Echoes
TRMWBBX128F930100E,7079676,Jody Reynolds,Endless Sleep
TRMWBGN12903CAFF8D,9532369,Alec K. Redfearn and the Eyesores,The Bible Lite
TRMWBLH128F148AC16,6147913,Rockin' Horse,Stayed Out Late Last Night
TRMWBIQ128F9336DE3,7718556,The Asteroid No. 4,To Be In Your eyes
TRMWBDL12903CB141E,6558893,Astrovamps,Die Baby Die
TRMWBVY128F14587E4,3318466,Japan,Methods of Dance
TRMWBZJ128F92D37E1,9213216,Silvain Vanot,Trop tôt
TRMWBIJ128F14970E4,2485855,Keith Carradine,Mr. Blue
TRMWBSU128F92F9CE7,3311843,Doc Watson,Love Is a Lonely Street
TRMWBLQ128F427E918,7422615,Toby Tobias,Breakdown
TRMWBRA128F4246C33,4016799,Ill Niño,This Is War
TRMWBNK12903CDDF64,5633094,Blackfield,Hello
TRMWBOM12903D04284,5115694,Fabrizio Faniello,I Do (Malta)
TRMWBBQ128F934F6E9,3271366,Brenda Lee,Some of These Days
TRMWBCG128F9331310,1195881,Bobby Byrd,"I Need Help (I Can't Do It Alone), Parts 1 & 2"
TRMWBBI128F42787D2,4715081,Cab Drivers,Open Air
TRMWBCC128F9328464,992222,Bill Evans Trio,Some Other Time
TRMWFRL128F9319889,7535382,King Geedorah,Next Levels
