tid,mxm_tid,artist_name_mxm,title_mxm
TRMWYRF128F933A901,6266926,Nadine Sutherland,Wanna Be Here Tonight
TRMWYLI128F92C477A,7525488,The Automatic,Bad Guy
TRMWYOL128F4293A6A,3778217,Dave Graney 'n' The Coral Snakes,Night of the Wolverine 2
TRMWYAW128F429DA85,6553444,The Coral,Dreaming of You
TRMWYGN128F428CD6E,11274150,Máni Svavarsson,Fun to Be the Mayor
TRMWYCI128F92CB637,3611769,Slightly Stoopid,Basher
TRMWYKA128F9340437,3531132,Barry Brown,Conscious Man
TRMWYXB12903D016F5,2415198,Tommy Alverson,Texas Woman
TRMWYWZ12903CEA8A4,13248264,Junip,Official
TRMWYGE128F92F2743,8080207,Rex the Dog,"Bubblicious (Rex the Dog disco 12"")"
TRMWYWT128F146C641,706693,Blood for Blood,Anywhere but Here (Maybe Someday)
TRMWYYK128F42519C5,7545009,Baby Elephant,Scratchinatanitchouttareach
TRMWYNN128F423DBA4,7447435,Ras Shiloh,Waste My Time
TRMWYLW128E07936D1,2775710,The Righteous Brothers,Just Once in My Life
TRMWYOT128F9326E0D,1012810,Olivia Ruiz,Paris
TRMWYUJ12903CDEE31,623781,Edison Lighthouse,Today's a Tomorrow
TRMWYZO128F4263C8A,1852041,Loretta Lynn,Peace in the Valley
TRMWYIP12903CE5399,3903170,Red Cross,Annette's Got the Hits
TRMWYSV128F42293C2,563231,Mogwai,With Portfolio
TRMWYJJ128F4234487,819989,Cheikh N'Digel Lô,N'Jarinu Garab
TRMWYDG128F421AF5D,12986312,Edaline,This Fabricated Town
TRMWYTH128F9306A2B,7510619,Pivot,Epsilon
TRMWYJL128F14617D0,3709693,Cannonball Adderley,I Remember You (alternate take)
TRMWYLN128F422D9F8,6498613,Darkthrone,Pervertor of the 7 Gates
TRMWYSP128F427E23C,7678073,The Pierces,I Don't Need You
TRMWYDJ12903CBB284,1196325,Matia Bazar,Messaggio d'amore
TRMWYKQ128F4246A5F,7472183,Jon Oliva's Pain,End Times
TRMWYCP12903D08299,2270259,4 Promille,Fight for Your Class
TRMWYPP128F92E9C86,792467,Third Day,My Heart
TRMWYOV128F931BFF4,1172798,Trapt,Headstrong
TRMWYHG128F429ADB1,4702483,Dominic Miller & Neil Stacey,La Belle Dame Sans Regrets
TRMWYTV128F1457282,1425521,BeBe & CeCe Winans,No Hiding Place
TRMWYFV128F147A8A7,6513045,Glen Campbell,If Not for You
TRMWYRV128F933A7E0,4814892,Moonstarr,Scoliosis
TRMWYPU128F425C8BB,1171071,Martin Briley,Just A Mile Away
TRMWYUT128F426A835,9094631,Boston,More Than a Feeling
TRMWYYB12903CD4E2F,8692563,Whispers in the Shadow,A Taste of Decay (QEK Junior version)
TRMWYCK128F9338A86,1676150,Terminus City,Folsom Prison Blues
TRMWYNL128F4223091,5151513,Barry Louis Polisar,"I Can't, I Can't"
TRMWYYF12903CE6C6B,9567319,Suzanne Vega,Marlene on the Wall
TRMWYIN12903CF899A,9715857,The Disco Boys,Lunatic
TRMWYIH128E078DCA6,698685,Nelly,St. Louie
TRMWYPB128F930966D,730581,LaRue,Reason
TRMWYKA128F933B41A,13717301,Durrty Goodz,Reloadz
TRMGMMO128F1464A4B,1474368,Liam Lynch,SOS
TRMGMWX128F9351510,7674229,Oasis,Boy With the Blues
TRMGMZV128F9313E62,5784932,Two Dollar Pistols,It's All Fun and Games (Til Someone Breaks a Heart)
TRMGMCF128F145FDE5,1968108,Donny & Marie Osmond,In My Little Corner of the World
TRMGMCY128F92DD561,7764426,Carl Craig & Moritz von Oswald,Movement 5
TRMGMMF12903C9F0E9,5842099,Moleculez,Emerging Evil
TRMGMZA12903CDAACD,8950052,Demarkus Lewis,Untitled Love Affair (Mr V Sole Channel dub) (feat. Lady Sah)
TRMGMLN128F14A34F5,850011,Dr. Ring-Ding & The Senior Allstars,Medley: Save A Bread / Save A Toast
TRMGMIR12903CAFAF6,1940219,Her Space Holiday,Meet the Pressure
TRMGMHN128F4222E22,13258037,The Bobby Fuller Four,Let Her Dance
TRMGMTP128F4258B06,2275467,Nenhum de Nós,Você Vai Lembrar De Mim
TRMGMEW128F145BE25,4850695,Johnny Burnette,The Opposite
TRMGMCU128E078CD18,998453,HeadCrash,Freedom
TRMGMTJ128F422953D,1064756,Slut,Mr. Blake
TRMGMGP12903D0589F,7798102,Chico César,onde estará o meu amor
TRMGMXC128F92DEBA9,7872787,Stephanie McKay,Sure Feels Good
TRMGMVF128F426C2F4,1851590,Marlene Dietrich,Leben ohne Liebe kannst du nicht
TRMGMUR128F4269488,5739656,Mariano Yanani,The Words of Love
TRMGMQT128F933B12A,13539185,Sir Scratch,Posições primárias (unplugged)
TRMGMJL128F427E90E,1338123,Luther Vandross,Heaven Knows
TRMGMDI128F14A91FA,3622402,Danielson Famile,Deeper Than My Gov't
TRMGMQC128F421C40F,6951045,Rytmihäiriö,Sorkat heiluen helvettiin
TRMGMDA12903CB258F,8586849,Light in Your Life,Do You Know I Tried to Comfort You When You Cried in Your Sleep
TRMGMUB128F931AF8A,9052019,BK-One,Philly Boy (feat. Black Thought)
TRMGMNX128F42744FB,2758175,Joe Satriani,Mind Storm
TRMGMTH128F42904E7,4615826,Wasabi,Make You Move
TRMGMIG128E078C5B3,7583059,Yölintu,Sä teit sen taas
TRMGMPW128F9336B38,9363025,Kate Miller-Heidke,Walking on a Dream
TRMGMIH128F42819D1,7131410,Brakes,Hold Me in the River
TRMGMPO128F42613B2,1172477,Missing Persons,Noticeable One
TRMGMTX128F4278028,13645746,Gigi D'Agostino,Those Were the Days
TRMGMNE12903CA3252,8885963,Blue Planet Corporation,Telekinetic
TRMGMBM128F92F7380,2540230,Strangeways,Walk in the Fire
TRMGMQT128F4284CFB,9831595,Luna City Express,Swing City
TRMGMQR128EF34330D,5437277,Under the Influence of Giants,Heaven Is Full
TRMGMNY12903CFCB14,5835194,Son House,My Black Mama
TRMGMFH128F932ACCB,4155796,The Paley Brothers,Tell Me Tonight
TRMGMEY128F4246AE7,3076713,Silent Force,The Blade
TRMGMAP128F424BDD3,9252993,The Beat Daddys,The Delta Song
TRMGMOE128F42359DD,3867327,Marissa Nadler,Under an Old Umbrella
TRMGMOG128F9338472,8721718,Danni Carlos,Inbetween Days
TRMGMZH128F932AB29,1092054,The Grass Roots,Midnight Confessions
TRMGMOA128F149F6A5,6054646,Plastiscines,Shake (Twist Around the Fire)
TRMGMHG128F92F8AF3,3790805,The Speed Freak,Deadly Zone
TRMGMAC128F426808D,5149209,Deniece Williams,How'd I Know That Love Would Slip Away
TRMGWRS128F42868EA,11141641,Lisa Scott-Lee,Make It Last Forever
TRMGWST128F933ECF2,4739748,BB Steal,(Don't You) Love Me and Leave Me
TRMGWST128F1465414,3834229,Orchestral Manoeuvres in the Dark,Burning
TRMGWPN12903CEACC2,4966833,The Stuck-Ups,Anywhere But Here
TRMGWDY128F92F3B48,8515718,Heston,My Baby
TRMGWFM128EF3445E0,8442478,The Mad Lads,I Don't Want to Lose Your Love
TRMGWBO128F428A374,8625905,Martina McBride,Blessed
TRMGWHI128F42A8EB0,1283450,Against All Authority,12:00 AM
TRMGWBW128F933B87D,6756675,Burning Star Core,The Universe Is Designed to Break Your Heart
TRMGWSN12903CC3830,2982239,El Meswy,Historia de unas playeras
TRMGWEW128F933B96A,2822351,Galt MacDermot,The Flesh Failures (Let The Sunshine In)
TRMGWVS128F424F277,6871657,Nacho Cano,Música para una boda
TRMGWFB128F427D6EF,4152400,Le Rat Luciano,Derrière les apparences
TRMGWBW128F42A076E,7609561,Pariisin Kevät,Tuu rokkaa mun tanssilattiaa (mitä sä vaiheilet?)
TRMGWAM12903CCEBB2,7138886,Thomas P. Heckmann,Beginning to See the Light
TRMGWFX12903CF9C43,4264382,Geir Rönning,My One and Only Love (feat. Nina Tapio)
TRMGWGO128F42554CF,5282721,The Skillet Lickers,Cacklin' Hen and Rooster Too
TRMGWPM128F149DB43,2775373,Diane Schuur,A Time for Love
TRMGWAI128F9307EBD,2438301,Rabih Abou-Khalil,Bukra
TRMGWAX12903CFFD5B,4270430,Aladino,Brothers in the Space
TRMGWWU128F427253A,3174157,The Ataris,Takeoffs and Landings
TRMGWHV128F932745F,4399978,The Advantage,Metroid: Kraid's Lair
TRMGWQG128F4236C88,2176640,Lyrics Born,Callin Out
TRMGWOB128F425CA77,2699118,Lee Morgan,You Go to My Head
TRMGWVG128F426300F,7454482,Finger Eleven,Them vs. You vs. Me
TRMGWUU128F4295FE9,2332238,Krokus,Easy Rocker
TRMGWSQ128F4226F75,2136651,Moose,You Don't Listen
TRMGWPE128F92D9BDB,1035074,Neil Diamond,At the Movies
TRMGWDH128F9326E9C,6258588,Zuul FX,Here Is Pure Hatred
TRMGWQR128F935317F,12518369,Crystal Fighters,Xtatic Truth
TRMGWPF128C7196429,1222617,"Lee ""Scratch"" Perry",Inspector Gadget
TRMGWRF128F424C65A,9730583,Wes Montgomery,Tune Up
TRMGWGK128F1467DEF,2997594,The Exies,Ugly
TRMGWIZ128F4263D54,890192,De-Phazz,Nu Chic
TRMGWYS128F932AF2D,4536234,Jimmy Durante,This Is All I Ask
TRMGWCN128F4281E95,2921912,Train,Landmine
TRMGWWC128F4220CA6,2280762,Daddy Freddy,Raggamuffin Soldier
TRMGWSH128F931ED88,8930376,Joey Negro,Must Be the Music
TRMGWXH128F9317966,6205950,I:Scintilla,Machine Vision
TRMGWLI128F931AF22,13085298,The Cinematic Orchestra,Man With a Movie Camera
TRMGWSI128F4260D9D,7093076,Time Again,Movin' On
TRMGWRE128F429FEF5,7026681,Luke Bryan,We Rode in Trucks
TRMGWPT128F42B0240,5159366,Patrik Isaksson,Vi mot dom
TRMGWCC12903CBA54D,2828226,Mario Frangoulis,A la Luna de Valencia
TRMGGGR128F42889D4,5485563,Jack Johnson,We're Going to Be Friends
TRMGGWF128F423693E,3405785,Bottom Line,Saddle Oxford
TRMGGHJ128F429B2EF,3793799,From Autumn to Ashes,Chloroform Perfume
TRMGGKI128F4257AC5,8758597,Pungent Stench,Daddy Cruel
TRMGGHK128F42A5F46,5051720,The Dubliners,D'ya Remember Jem
TRMGGVZ128F425EE21,4785612,Foo Fighters,Big Me
TRMGGDX128F4234184,7487586,Yma Sumac,Chuncho
TRMGGAS128F146DD14,9912709,Echo & The Bunnymen,Lips Like Sugar (Live)
TRMGGEU128F92F3ABD,12722051,Avani,Heads Up
TRMGGJP12903CE5913,1705171,Total Eclipse,Area 51
TRMGGMS128F9306682,5829644,Carla Bruni,Before the World Was Made
TRMGGUZ128F42AC077,4536569,The Spotnicks,Look up to the evening star
TRMGGUC128F429C84F,1500624,Tryo,Pompafric
TRMGGOK128F426FDEB,1355835,Slut,Gloom
TRMGGYO128F42938BD,8702651,Sintax the Terrific,Curb Appeal
TRMGGYU128F427C3EF,2281255,Jim Bryson,The Lost Occasional
TRMGGZR128F93123FA,7811507,Jaydee,Plastic Dreams
TRMGGMP128F4276DB4,7853628,Pino Donaggio,Shadows of the Past
TRMGGNG128F426CF5A,3244844,Kate Smith,Embraceable You
TRMGGWM128F93383D8,2426756,Tarwater,Rejoice in the Sun
TRMGGKP128F42593BC,865831,The Style Council,Who Will Buy
TRMGGON128F9305A89,6336051,Jahcoozi,Ali McBills (Robert Johnson 6am X-Ray Italo rework)
TRMGGCI128EF34608D,6851755,The Ruby Suns,"Trepidation, Part One"
TRMGGRY12903CCF895,3066491,MC ADE,Go A.D.E.
TRMGGJR128F4242472,5488988,Incantation,Doctrines of Reproach
TRMGGCZ128F145FDCE,3940532,Barclay James Harvest,Medicine Man
TRMGGIO128F4269D90,8100214,Nancy Wilson,Before the Rain
TRMGGQU12903CB2978,9004419,Sybreed,Nomenklatura
TRMGGZH128F429C43D,594809,The New Duncan Imperials,Takin' Out the Trash
TRMGGVA128F4291DDA,7384617,Johannes Brahms,"Intermezzo in E, Op.116, No. 6"
TRMGGHN128F930F1C6,2695098,Beny Moré,¡Oh vida!
TRMGGGO128F14761D8,10171891,Greta y los Garbo,No puedo escapar
TRMGGKR128F932B975,8255431,Iron & Wine,"Flightless Bird, American Mouth (live)"
TRMGGFC128F4275C60,9714433,Buddy Johnson,When My Man Comes Home
TRMGGHE128F422F3DC,1051410,Garnett Silk,Mama
TRMGGDZ128F42581C3,2847108,Shitmat,Haile Selassie Rules O. K.
TRMGGIF12903CE6667,1895603,Mason Williams & Mannheim Steamroller,Doot-Doot
TRMGGCZ128F42B3565,1304832,Martin L. Gore,Stardust
TRMGGUO128F427F15E,4274190,The Orchids,A Place Called Home
TRMGGHW128F146A9F9,4290936,XTC,Meccanik Dancing (Oh We Go!)
TRMGGTI128F92F9343,3038913,The Odd Couple,Pimp Shit
TRMGGAJ128F428BDA9,3160154,Slim Cessna's Auto Club,My Only Friend
TRMGGLU12903D00F92,6438086,Go-Go's,Let's Get Together
TRMGHTR12903CFB29D,8989041,Uncle Dave Macon,Sail Away Ladies
TRMGHSK128F4265796,5689779,Oh No Ono,Victim of the Modern Age
TRMGHGX128F42675E1,5430399,The Pin Group,Coat
TRMGHPF128F4232A25,7996582,Gustavo Lins,Escondida
TRMGHVC12903CE8CA9,8768728,Youp van 't Hek,Jan Smit en epiloog
TRMGHPG128F92E8473,6625660,Princess' Lover,Elle m'envie
TRMGHXK128F9311EC1,7022255,Chosen Gospel Singers,Prayer for the Doomed
TRMGHSI128F1485D95,1053963,Free,The Stealer
TRMGHPP128F1484D42,931609,Honeyz,Finally Found
TRMGHYQ128F92FF96D,2348376,The Weavers,Woody's Rag / 900 Miles
TRMGHKX128F149693E,5693724,Fantan Mojah,Feel Di Pain
TRMGHUL128F426B1DE,6953751,Cressida,6am
TRMGHMR128F9344B3D,4858662,Noitalinna Huraa!,Kurja kissa
TRMGHLV12903CFA84E,8888570,Johnny Horton,Another Woman Wears My Wedding Ring 1953
TRMGHSX128F147EC2F,3314619,Roy Ayers,A Rose for Cindy
TRMGHTF128F9333910,1008432,Carter the Unstoppable Sex Machine,The Only Living Boy in New Cross
TRMGHBK12903CE649E,665333,Danú,Green Brooms / The Humours of Kill Clougher
TRMGHEG128F4268FDA,1174383,Gang Starr,Royalty (feat. K-Ci & JoJo)
TRMGHQA128F9326A85,760632,Gossip,Sweet Baby
TRMGHUF128F42677C2,4323254,Stimulator,Complicated Girl
TRMGHDK128F42891A9,1395392,A Flock of Seagulls,Space Age Love Song
TRMGHTI128F92D5D21,972580,The House of Love,Hope
TRMGHYG12903CC0FBD,5693527,Mochipet,Disko Donkey
TRMGHPJ128F4265B67,2220282,Kenny Loggins,Just Breathe
TRMGHXH128EF3652A8,3956411,Dikers,Si tú te vas
TRMGHWG12903D0772A,606668,Marcia Griffiths,Melody Life
TRMGHGC128EF356DF0,6977016,Vivian,You Might Be Wrong
TRMGHRY128F9314DCC,6178240,Domine,The Fall of the Spiral Tower
TRMGHSX128E0785D11,2410820,Ophélie Winter,Je marche à l'envers
TRMGHKM128F42AF59F,4265967,Hanna Pakarinen,Damn You
TRMGHEA128F4256E1B,5000854,Scary Bitches,Creepy Crawlies
TRMGHHJ128F92D0992,6650224,Orchestra Baobab,Souleymane
TRMGHPY128F931BE48,740456,Eric Clapton,Second Nature
TRMGHLC128F93222BD,1508158,Arab on Radar,Pig Roast
TRMGHNK128F427055F,2140044,Heideroosjes,Scapegoat Revolution
TRMGCAH128F426421C,7063344,Marvin Gaye,Wherever I Lay My Hat (That's My Home)
TRMGCGS128F931A20F,1020976,London Funk Allstars,Mad Love
TRMGCWP128F932B105,4966858,Helen Love,Debbie Loves Joey
TRMGCCD128F427522B,2474071,Luar na Lubre,No mundo
TRMGCGY12903CD4252,5306366,Mario Lanza,O Sole Mio
TRMGCOX128E079282F,1079101,Ms. Jade,Jade's a Champ
TRMGCVP128F92DC4A9,6471822,Charles Mingus,Ysabel's Table Dance
TRMGCAB12903CD7734,6754252,Chris Fortier,As Long as the Moment Exists
TRMGCEE128F4262BDF,4658086,Frank Martiniq,Cellar Door
TRMGCNE128F4296B2C,1151315,Alias,Angel of Solitude
TRMGCNS128F4260000,1273129,Stephen Malkmus and the Jicks,Witch Mountain Bridge
TRMGCOW12903D05603,12751816,Bonobo & Andreya Triana,The Keeper
TRMGCJD12903CC6DF5,9652141,Animal Liberation Orchestra,Gardener's Grave
TRMGCRJ128F9336F1A,7143552,The Morning After Girls,Lazy Greys
TRMGCKX128F4259A99,5658066,Des'ree,Caring World
TRMGCYG128F4281C54,2876527,The Libertines,Bangkok (demo)
TRMGCIU128F42410A5,3142132,Sielun Veljet,Säkenöivä voima
TRMGCDI128F93535F2,2283840,Saxon Shore,"Our Mountain Pass, a Winding Trench"
TRMGCKM128F4291154,2144526,The End,Orthodox Unparalleled
TRMGCZU128F4282844,5374847,Tigertailz,Sugar Fever
TRMGCJU128F92E9EA1,6561151,Cher,Please Don't Tell Me
TRMGCDT128F426338C,8605301,Jóvenes Clásicos del Son,Fruta Bomba
TRMGCYM12903D0771E,8832864,Marcia Griffiths,Everything I Own
TRMGCLS12903CA93B8,9763904,Barbara Mason,Yes I'm Ready
TRMGCSP128F932675C,2455616,Essential Logic,Tame the Neighbors
TRMGCQF128F930D3B0,2532245,Sodom,Stalinhagel
TRMGCVB128F4219334,1948417,Across Five Aprils,My Eyes Murdered Charles Townsend
TRMGCGV128F9346189,9013963,2econd Class Citizen,Our Lady of Solitude (feat. Reindeer)
TRMGCQG128F14B0658,2354402,The Stooges,[studio dialogue]
TRMGCDS128F422E97F,8960989,Alucidnation,The Blue
TRMGCZS128F933049B,8280264,Metro Station,True to Me
TRMGCUP128F93213C3,10060145,South Froggies,Basin Street Blues (feat. Stef Forestier)
TRMGCUC128F425B913,1094536,Sea of Green,If You Want My Soul
TRMGCCV128F426F051,8876525,BIGBANG,I Don't Understand
TRMGCRW128F934679A,6341416,Basic Element,Intro (intro-wire)
TRMGCOO12903CB948D,1065760,Michael Card,The Voice of the Child
TRMGCZY128F42A3175,4736180,National Eye,Drowned in Bed
TRMGRWD128F92CD64E,4291507,Kenji Williams,Scrambling to Stay Ahead
TRMGRSL12903CD95C5,2383838,Floor,Twink
TRMGRSK128F424BC49,9531037,The Sensational Alex Harvey Band,Vambo
TRMGRXG128F933DD01,8651400,The Devil Makes Three,Working Mans Blues
TRMGRVQ128F4268876,4019748,Red Hot Chili Peppers,Higher Ground
TRMGRZO12903CC7FF0,9649956,Marco Van Bassken,What's Up (feat. Charlene) (Rico NL remix)
TRMGRAW128F14949A0,2730910,Afterhours,Siete proprio dei pulcini
TRMGRXP128F42781C8,5750533,The Five Keys,Wisdom of a Fool
TRMGRSN128F42483FE,637756,Four Letter Word,Remote Control
TRMGRXM12903CD78D3,3872482,Steve Porter,Rage in the Cage
TRMGRZT128F422FBE8,7600627,Sleepy John Estes,Jailhouse Blues
TRMGRCR128F9343409,4335876,Juice Leskinen Grand Slam,Tenerife
TRMGRIK128F425A992,2995848,Morten Abel,My Gay Friend
TRMGRGX128F933F532,9428764,Mason vs. Princess Superstar,Perfect (Exceeder)
TRMGRZG128F92F284F,7327687,Amorphous Androgynous,Mr. Sponge's Groovy Oscillations
TRMGRHU128F14A04C9,1645302,Jan Wayne,"1, 2, 3 (Keep the Spirit Alive) (single edit)"
TRMGRHL128F429582F,2527663,Lonnie Liston Smith,Sorceress
TRMGRLQ128F92DF4D5,8941148,Fredrika Stahl,One Man Show
TRMGREY12903CBA83D,2248333,Billy Boy Arnold,Shake the Boogie
TRMGRXD128F426EDC5,5273588,Tumi and the Volume,Floor
TRMGRCE128F4261154,3073491,Amistades Peligrosas,Menina das favelas
TRMGRNS128F932D55D,969135,Continental Drifters,The Rain Song
TRMGRNT12903CC8233,5914403,Mechanical Poet,Hide and Seek With Cary Nage
TRMGRJZ128F4295DEA,2777275,Plüsch,Bumerang
TRMGRNS12903CC5ADD,7332855,Tech N9ne,Shit Is Real
TRMGRUA128F92F72A5,3223708,Más Birras,Vuelta atrás
TRMGRDE128F9345C23,2731336,Philippe Eidel,Ichninane Wakhsane
TRMGRRB128F931DA6F,8600116,Jack Ketch and the Crowmen,Somebody Else
TRMGRML128F425E8B0,6762793,Britney Spears,Break the Ice
TRMGRNH128F92C5177,895956,The Shamen,Indica (Shamen mix)
TRMGRWR128F429285C,1075881,Gareth Gates,Good Thing
TRMGRPI128F1496768,4286902,The Gruesome Twosome,Cruising Down the Highway
TRMGRPX128F4244912,1049097,Séamus Ennis,Sixpenny Money-When the Cock Crows It is Day
TRMGRIH128F933C795,12650943,Red Nichols & His Five Pennies,Strike Up the Band
TRMGRKK128F147C5F9,5317962,Sonny & Cher,You Baby
TRMGREK128F92F18FD,2079025,Paco de Lucía,Playa del Carmen
TRMGRZD128F426C48A,1208186,Kingmaker,Stay Free
TRMGRCV128F930CB8A,628155,Boys of the Lough,To Welcome Paddy Home
TRMGRJX12903CC7658,7383904,Chrome,Out of Reach
TRMGRPC128F931694C,8611609,Larry Tee,Licky (Work It Out) Larry Tee & Princess Superstar (Hervé Goes Low remix (album edit))
TRMGROZ128F4277AF6,6612907,Future Kings of Spain,Syndicate
TRMGRLK128F1491F4F,4172038,matt pond PA,It Is Safe
TRMGREC128F4232F28,1084280,Latyrx,The Muzappers Mix: Aim for the Flickering Flame/Rankin' #1
TRMGBKT128F148593F,6626847,The Cyan Velvet Project,Luxury for the Pigs
TRMGBQY128F428067E,2752682,Future Leaders of the World,4 Sale
TRMGBLU128F92F39C7,3345837,Seu Jorge,Em Nagoya Eu Vi Eriko
TRMGBQH128F92CFDE2,1793572,Frank Black,The Ballad of Johnny Horton
TRMGBPF128F9347957,8566122,Spın̈al Tap,Stonehenge
TRMGBGE128EF355EBA,3280902,The Great Redneck Hope,"Are You There, God? Please Help Me Stop Masturbating."
TRMGBUB128F92F202C,3642038,Disorder,Stagnation
TRMGBKU128F93360EE,3917150,Luni Coleone,Family
TRMGBLF128F147CFAE,7816836,José Mercé,Mammy Blue
TRMGBQT128F4226F5A,8027629,Agoria,Stereolove (feat. Villeneuve)
TRMGBZZ128F9336070,1170478,Bochum Welt,Altre Forme
TRMGBFO128F92EF90D,8023200,Telefon Tel Aviv,M
TRMGBDR12903CBA7CD,4457376,Airwave,Above the Sky
TRMGBED128F426259E,844476,The Bouncing Souls,Better Life
TRMGBII128F9328B89,12234480,Cole Porter,Be Like the Bluebird
TRMGBTP128F92FC114,8601249,autoKratz,Stay the Same
TRMGBGM128F4280E7A,6400848,Ben Harper & The Innocent Criminals,Fool for a Lonesome Train
TRMGBLB128F4251362,4059986,Drawn and Quartered,Sodomized and Butchered
TRMGBWY128F424378A,6908747,Dead Meadow,Between Me and the Ground
TRMGBHG128F424E022,7164498,Sierra Hull,If You Can Tame My Heart
TRMGBQH128F4271F00,3305514,Johann Köhnich,Die Jesus Tagebücher
TRMGBTL128F425376F,750280,HammerFall,Dreamland
TRMGBMC128F92FD1E9,8883486,W.A.S.P.,Live to Die Another Day
TRMGBCV128F425A1BA,4683007,KRS-One,Ah Yeah
TRMGBER128F423A5FC,7201327,E for Explosion,I Explode
TRMGBNY128F424E706,1590647,Blue Mountain,Generic America
TRMGBRX128F146C7A7,12654058,Fightstar,Call to Arms
TRMGBFM128E0789B61,7858622,Herman's Hermits,Your Hand in Mine
TRMGBNU128F4278587,3941274,The Exploited,Punk's Not Dead
TRMGBBR128F92F84B2,5628894,Cutting Crew,Lauren's Theme
TRMGBEY12903CB3014,4329318,美勇伝,Tea Break
TRMGBOZ12903CBC97F,9692203,Kammerflimmer Kollektief,There's a Crack in Everything
TRMGBKU128F9331A61,1851884,Mocean Worker,Mycroft
TRMGBGL128F42A7A0E,8012046,Joe Liggins,Little Joe's Boogie
TRMGBYW128F42619C9,1147639,"Harry Connick, Jr.",Loved By Me
TRMGBQG128F423102A,836917,Fear Factory,Pisschrist
TRMGBZS128F92FA883,4757118,Ella Mae Morse,You Go to My Head 1957
TRMGBJP128F9312A51,7950742,Dave Angel,Lust
TRMGBGB128F9350CD1,1849853,Talamasca,Capricorn
TRMGBWD128F930F948,9673017,Freddie Jackson,Do That to Me One More Time
TRMGBZE12903CEE1F2,5838796,Michèle Bernard,Le Petit Cheval de Mexico
TRMGBYX12903CA7272,9218211,Impious,Dead Awakening
TRMGBNY128F146A5A1,1967953,Nusrat Fateh Ali Khan & Party,Noor-E-Khuda Hai Husn-E-Sarapa Rasool
TRMGBKT12903CEB4F8,6309975,Basic Element,Touch（extended Version）
TRMGBRM128F421E54C,4273050,Chris Connelly and The Bells,Toledo Steel
TRMGBRR12903CC4CC9,4726040,Donald Fagen,Chain Lightning
TRMGBUN128F147B633,7980129,45 Grave,45 Grave
TRMGBSB128F9353B3F,3697265,Mance Lipscomb,The Sinking Of The Titanic
TRMGBYR128F931231C,757208,Cybotron,Cosmic Raindance
TRMGFMB128F931C219,2984808,Djam Karet,A City With Two Tales: Part One Revisited 1990
TRMGFEK128F92DFD82,8459191,Gare du Nord,Come on Everybody
TRMGFUG12903CFABF1,9267979,autoKratz,Stay the Same (Alex Gopher remix)
TRMGFJW128F93111F1,6703333,M-Bryo & D.M.T.,The Empty Street
TRMGFTH128F92D899E,7872309,The Ink Spots,I'll Get By (As long as I Have You)
TRMGFJL128F933AE98,8707955,Dane Cook,Mom And Pops
TRMGFOQ128F9309F57,1385969,Minus 8,White
TRMGFUO128F936028B,2974331,Blurt,Ruminant Plinth
TRMGFKR128F42618B8,1250041,The Isley Brothers,"Let Me in Your Life, Parts 1 & 2"
TRMGFOQ12903CF3CCC,1971833,Gianmaria Testa,Potrai
TRMGFYV128E078F13E,4563038,ABBA,Chiquitita
TRMGFGZ128F429AB57,2582075,Glow,Every Single Day
TRMGFRB128F147EB50,2960160,The Advent,Pro II
TRMGFXS12903CDB48D,2018476,Zero Hour,The Towers of Avarice
TRMGFVX128F92DD2F3,7170016,Martha Wainwright,Bleeding All Over You
TRMGFHP12903CC76B0,889314,Stevie Wonder,All I Do
TRMGFUO128F427AF7C,1432461,Clue to Kalo,We'll Live Free (In NYC)
TRMGFYM128F425C566,8993242,Monoceros,When the Trees Sleep
TRMGFJA128F92C53FD,1345341,Levitation,Pieces of Mary
TRMGFML128F146B66A,1950995,Catch 22,Motown Cinderella
TRMGFHW128F92C71A8,5493578,El Viejín,Mi graciosa (Bulerías)
TRMGFLK128F933C624,12221708,Frank Frost,Everything's Alright
TRMGFVP128F4269F84,1012073,Uncle Tupelo,Screen Door
TRMGFDW128F4294E85,1020188,Smokie,Now You Think You Know
TRMGFXL12903CD7269,3346876,Vickie Winans,I Hear the Music in the Air
TRMGFGJ128F1468170,10070311,Nellie Lutcher,Baby What's Your Alibi
TRMGFAR128F427C0F1,746420,'Til Tuesday,Love in a Vacuum
TRMGFIN128F427D645,4846041,The Flying Lizards,Money B
TRMGFDD128F9302AD2,7703189,Polarkreis 18,Name on My ID
TRMGFMP128F42B0B9C,13560720,Kero One,Tempted
TRMGFMI128F934D95D,5748826,Shaila,El engaño
TRMGFLN128F92EAEBD,3590581,Taylor Deupree & Christopher Willits,Simple Sleep
TRMGFTS128F933F227,12738984,Delta 9,No More Regrets (Inyoung & Static mix)
TRMGFNO128F933B847,6319420,Vimana,We Came (radio edit)
TRMGFXD128F92F9B57,8586472,The SlimP,The Day You Murdered Me
TRMGFRB128F42AC079,4536571,The Spotnicks,The old love letters
TRMGFMG12903CFB2BE,5381942,The Lilly Brothers,They Sleep Together Now at Rest
TRMGFFZ128F427E263,1721345,The Charlie Daniels Band,Saturday Night U.S.A.
TRMGFKB128F4247EFB,7102794,Ashton Shepherd,I Ain't Dead Yet
TRMGFPV128F9342AE6,4501790,Watchmaker,Inescapable Melancholy
TRMGFHZ128F92F7484,9331212,Bobby Vee,Rubber Ball
TRMGFQK12903CCE370,7809461,Jerry Reed,Alabama Jubilee
